user_id,signup_date,country,age,gender,acquisition_channel,campaign_id,kyc_completed,kyc_date
USR_1111,19-07-2023,USA,50,Male,Instagram,CMP_5,1,23-07-2023
USR_1112,25-08-2023,Canada,18,Male,Instagram,CMP_3,1,29-08-2023
USR_1113,15-10-2023,USA,25,Male,Facebook,CMP_5,1,19-10-2023
USR_1114,28-03-2023,USA,32,Male,Referral,CMP_3,0,
USR_1115,08-10-2023,USA,41,Female,Google,CMP_3,1,12-10-2023
USR_1116,08-01-2023,USA,55,Female,Google,CMP_7,1,12-01-2023
USR_1117,23-10-2023,UK,34,Male,Instagram,CMP_2,1,25-10-2023
USR_1118,09-08-2023,India,46,Male,Google,CMP_9,1,10-08-2023
USR_1119,23-09-2023,Canada,30,Male,Instagram,CMP_6,1,25-09-2023
USR_1120,10-01-2023,Canada,20,Male,Referral,CMP_9,0,
USR_1121,26-06-2023,India,53,Male,Referral,CMP_1,1,29-06-2023
USR_1122,08-11-2023,USA,21,Male,Google,CMP_8,1,11-11-2023
USR_1123,29-11-2023,Canada,40,Female,Instagram,CMP_4,1,01-12-2023
USR_1124,27-11-2023,UK,46,Female,Instagram,CMP_8,1,30-11-2023
USR_1125,08-05-2023,India,43,Female,Organic,CMP_7,1,09-05-2023
USR_1126,29-11-2023,Canada,42,Female,Facebook,CMP_7,1,30-11-2023
USR_1127,03-04-2023,UK,44,Male,Instagram,CMP_2,1,04-04-2023
USR_1128,03-10-2023,Canada,26,Male,Instagram,CMP_10,1,05-10-2023
USR_1129,13-12-2023,UK,38,Male,Facebook,CMP_9,0,
USR_1130,29-12-2023,India,45,Male,Instagram,CMP_6,1,01-01-2024
USR_1131,23-11-2023,UK,56,Male,Instagram,CMP_6,1,25-11-2023
USR_1132,21-02-2023,Canada,59,Female,Instagram,CMP_1,1,24-02-2023
USR_1133,28-08-2023,India,59,Male,Google,CMP_8,1,30-08-2023
USR_1134,24-04-2023,Canada,33,Male,Referral,CMP_4,1,26-04-2023
USR_1135,07-02-2023,UK,53,Female,Google,CMP_5,1,11-02-2023
USR_1136,20-03-2023,India,29,Female,Google,CMP_9,1,23-03-2023
USR_1137,12-08-2023,USA,52,Female,Referral,CMP_6,1,13-08-2023
USR_1138,14-11-2023,Canada,25,Male,Referral,CMP_5,1,18-11-2023
USR_1139,27-03-2023,Canada,29,Male,Organic,CMP_10,1,31-03-2023
USR_1140,13-05-2023,USA,46,Female,Facebook,CMP_7,1,17-05-2023
USR_1141,08-01-2023,USA,56,Male,Facebook,CMP_4,0,
USR_1142,14-04-2023,UK,51,Female,Facebook,CMP_1,1,16-04-2023
USR_1143,14-11-2023,India,24,Female,Referral,CMP_7,1,17-11-2023
USR_1144,31-07-2023,UK,47,Male,Referral,CMP_2,1,04-08-2023
USR_1145,14-02-2023,USA,40,Female,Organic,CMP_1,1,16-02-2023
USR_1146,09-07-2023,Canada,34,Female,Organic,CMP_2,1,10-07-2023
USR_1147,09-02-2023,USA,36,Male,Instagram,CMP_3,1,13-02-2023
USR_1148,29-06-2023,USA,29,Male,Facebook,CMP_7,1,02-07-2023
USR_1149,09-05-2023,Canada,54,Female,Referral,CMP_1,1,12-05-2023
USR_1150,07-05-2023,India,47,Male,Organic,CMP_10,0,
USR_1151,07-10-2023,Canada,21,Female,Facebook,CMP_9,0,
USR_1152,23-01-2023,Canada,56,Female,Instagram,CMP_3,0,
USR_1153,17-10-2023,USA,46,Female,Facebook,CMP_7,0,
USR_1154,25-12-2023,UK,56,Female,Facebook,CMP_9,1,26-12-2023
USR_1155,16-01-2023,Canada,34,Male,Facebook,CMP_7,1,19-01-2023
USR_1156,12-04-2023,USA,19,Male,Organic,CMP_8,1,14-04-2023
USR_1157,02-03-2023,USA,56,Male,Facebook,CMP_10,1,05-03-2023
USR_1158,25-12-2023,India,23,Male,Instagram,CMP_2,0,
USR_1159,02-04-2023,India,50,Male,Referral,CMP_7,1,04-04-2023
USR_1160,10-01-2023,India,54,Female,Google,CMP_1,1,12-01-2023
USR_1161,25-07-2023,India,46,Female,Facebook,CMP_1,0,
USR_1162,25-05-2023,USA,19,Male,Instagram,CMP_6,1,29-05-2023
USR_1163,06-01-2023,India,54,Male,Facebook,CMP_4,1,09-01-2023
USR_1164,10-06-2023,Canada,38,Female,Organic,CMP_8,0,
USR_1165,30-04-2023,UK,25,Female,Google,CMP_4,0,
USR_1166,19-12-2023,USA,27,Female,Organic,CMP_2,1,22-12-2023
USR_1167,21-05-2023,India,30,Male,Google,CMP_1,1,25-05-2023
USR_1168,19-11-2023,Canada,47,Male,Organic,CMP_3,0,
USR_1169,12-01-2023,UK,38,Male,Google,CMP_1,1,15-01-2023
USR_1170,04-07-2023,Canada,27,Male,Google,CMP_9,1,08-07-2023
USR_1171,12-02-2023,India,54,Female,Organic,CMP_7,1,14-02-2023
USR_1172,27-12-2023,Canada,32,Female,Instagram,CMP_8,1,31-12-2023
USR_1173,24-12-2023,Canada,59,Male,Google,CMP_6,0,
USR_1174,23-07-2023,UK,59,Female,Instagram,CMP_6,1,27-07-2023
USR_1175,21-02-2023,Canada,58,Female,Referral,CMP_1,1,25-02-2023
USR_1176,14-10-2023,USA,27,Female,Google,CMP_7,1,17-10-2023
USR_1177,26-10-2023,India,28,Male,Organic,CMP_6,0,
USR_1178,18-05-2023,USA,24,Male,Instagram,CMP_6,1,19-05-2023
USR_1179,29-03-2023,USA,51,Male,Facebook,CMP_2,1,31-03-2023
USR_1180,25-10-2023,India,51,Female,Google,CMP_5,0,
USR_1181,01-08-2023,Canada,38,Female,Organic,CMP_4,1,03-08-2023
USR_1182,23-03-2023,USA,50,Female,Facebook,CMP_1,0,
USR_1183,22-07-2023,Canada,30,Female,Organic,CMP_8,1,24-07-2023
USR_1184,26-01-2023,UK,18,Male,Instagram,CMP_2,0,
USR_1185,26-10-2023,Canada,56,Female,Instagram,CMP_5,1,29-10-2023
USR_1186,18-05-2023,Canada,59,Female,Facebook,CMP_10,1,22-05-2023
USR_1187,26-01-2023,India,59,Female,Google,CMP_3,1,29-01-2023
USR_1188,04-11-2023,Canada,18,Male,Google,CMP_9,1,08-11-2023
USR_1189,17-06-2023,Canada,39,Female,Google,CMP_4,1,20-06-2023
USR_1190,20-07-2023,India,24,Female,Facebook,CMP_6,1,23-07-2023
USR_1191,06-02-2023,India,54,Male,Organic,CMP_7,1,08-02-2023
USR_1192,03-03-2023,USA,50,Female,Facebook,CMP_8,1,07-03-2023
USR_1193,23-03-2023,Canada,21,Male,Google,CMP_9,1,24-03-2023
USR_1194,10-09-2023,UK,50,Female,Referral,CMP_8,1,13-09-2023
USR_1195,05-05-2023,Canada,38,Male,Referral,CMP_10,1,08-05-2023
USR_1196,21-11-2023,UK,58,Male,Facebook,CMP_9,1,25-11-2023
USR_1197,08-10-2023,India,51,Male,Facebook,CMP_9,1,09-10-2023
USR_1198,13-08-2023,USA,54,Male,Instagram,CMP_3,1,14-08-2023
USR_1199,14-01-2023,USA,32,Female,Facebook,CMP_4,1,15-01-2023
USR_1200,28-01-2023,Canada,39,Female,Instagram,CMP_4,0,
USR_1201,18-08-2023,USA,35,Female,Facebook,CMP_10,1,19-08-2023
USR_1202,22-10-2023,India,21,Female,Instagram,CMP_5,1,25-10-2023
USR_1203,15-04-2023,UK,50,Female,Organic,CMP_2,0,
USR_1204,01-07-2023,Canada,18,Male,Google,CMP_4,1,05-07-2023
USR_1205,11-08-2023,USA,34,Male,Google,CMP_7,1,14-08-2023
USR_1206,11-10-2023,UK,48,Male,Google,CMP_10,0,
USR_1207,08-01-2023,USA,22,Female,Instagram,CMP_5,1,11-01-2023
USR_1208,20-01-2023,Canada,18,Female,Instagram,CMP_9,0,
USR_1209,08-10-2023,USA,40,Female,Organic,CMP_3,0,
USR_1210,15-03-2023,USA,19,Female,Facebook,CMP_6,1,19-03-2023
USR_1211,23-07-2023,India,30,Male,Google,CMP_1,1,25-07-2023
USR_1212,15-02-2023,UK,55,Male,Facebook,CMP_5,1,19-02-2023
USR_1213,04-10-2023,USA,27,Female,Facebook,CMP_2,1,06-10-2023
USR_1214,25-04-2023,Canada,23,Female,Google,CMP_10,1,29-04-2023
USR_1215,25-12-2023,India,23,Male,Instagram,CMP_1,1,27-12-2023
USR_1216,02-06-2023,Canada,24,Female,Instagram,CMP_8,0,
USR_1217,19-01-2023,UK,53,Male,Facebook,CMP_10,1,21-01-2023
USR_1218,13-07-2023,India,52,Male,Referral,CMP_9,1,17-07-2023
USR_1219,01-07-2023,USA,58,Female,Organic,CMP_2,1,03-07-2023
USR_1220,17-06-2023,India,58,Male,Google,CMP_10,1,21-06-2023
USR_1221,21-12-2023,Canada,31,Female,Facebook,CMP_10,1,25-12-2023
USR_1222,12-06-2023,India,58,Male,Instagram,CMP_2,0,
USR_1223,27-08-2023,Canada,48,Female,Google,CMP_2,1,31-08-2023
USR_1224,29-07-2023,Canada,36,Female,Facebook,CMP_9,1,01-08-2023
USR_1225,24-08-2023,UK,34,Female,Facebook,CMP_6,1,26-08-2023
USR_1226,14-06-2023,Canada,28,Female,Facebook,CMP_4,1,18-06-2023
USR_1227,24-12-2023,India,21,Male,Organic,CMP_5,1,28-12-2023
USR_1228,17-03-2023,USA,43,Female,Instagram,CMP_9,1,21-03-2023
USR_1229,10-11-2023,USA,30,Male,Facebook,CMP_3,1,12-11-2023
USR_1230,23-09-2023,USA,26,Male,Google,CMP_6,1,27-09-2023
USR_1231,23-05-2023,India,47,Female,Organic,CMP_1,1,26-05-2023
USR_1232,22-04-2023,UK,25,Female,Facebook,CMP_2,1,26-04-2023
USR_1233,16-01-2023,UK,50,Female,Google,CMP_5,0,
USR_1234,04-12-2023,USA,50,Male,Organic,CMP_7,1,07-12-2023
USR_1235,22-08-2023,UK,28,Male,Instagram,CMP_6,1,26-08-2023
USR_1236,29-03-2023,India,39,Female,Instagram,CMP_9,0,
USR_1237,15-02-2023,UK,40,Male,Organic,CMP_9,1,19-02-2023
USR_1238,29-09-2023,USA,32,Male,Facebook,CMP_6,1,01-10-2023
USR_1239,27-09-2023,UK,58,Female,Instagram,CMP_4,1,30-09-2023
USR_1240,21-04-2023,India,44,Male,Facebook,CMP_1,1,24-04-2023
USR_1241,26-02-2023,India,52,Male,Google,CMP_8,1,28-02-2023
USR_1242,20-01-2023,USA,58,Male,Google,CMP_5,1,23-01-2023
USR_1243,08-09-2023,UK,30,Female,Facebook,CMP_5,1,12-09-2023
USR_1244,28-07-2023,UK,35,Male,Organic,CMP_6,1,01-08-2023
USR_1245,07-11-2023,Canada,53,Male,Google,CMP_4,0,
USR_1246,22-12-2023,USA,28,Female,Instagram,CMP_4,1,26-12-2023
USR_1247,17-08-2023,UK,38,Male,Google,CMP_4,1,19-08-2023
USR_1248,02-11-2023,USA,49,Male,Instagram,CMP_9,1,03-11-2023
USR_1249,24-11-2023,UK,52,Male,Instagram,CMP_5,1,26-11-2023
USR_1250,24-05-2023,USA,18,Female,Google,CMP_1,1,27-05-2023
USR_1251,12-12-2023,Canada,32,Male,Google,CMP_8,1,15-12-2023
USR_1252,15-03-2023,UK,25,Female,Instagram,CMP_3,1,18-03-2023
USR_1253,28-12-2023,India,49,Male,Facebook,CMP_1,1,31-12-2023
USR_1254,03-08-2023,UK,19,Female,Google,CMP_4,1,07-08-2023
USR_1255,11-01-2023,Canada,58,Male,Google,CMP_6,1,15-01-2023
USR_1256,28-01-2023,India,27,Male,Facebook,CMP_1,0,
USR_1257,29-07-2023,Canada,23,Female,Google,CMP_6,1,02-08-2023
USR_1258,26-11-2023,USA,48,Male,Google,CMP_6,1,28-11-2023
USR_1259,10-09-2023,UK,54,Male,Organic,CMP_7,1,13-09-2023
USR_1260,01-08-2023,UK,29,Female,Organic,CMP_4,1,03-08-2023
USR_1261,02-04-2023,USA,57,Female,Referral,CMP_7,0,
USR_1262,06-08-2023,USA,35,Male,Facebook,CMP_1,1,08-08-2023
USR_1263,30-01-2023,UK,39,Female,Organic,CMP_7,0,
USR_1264,22-09-2023,India,20,Male,Organic,CMP_7,1,25-09-2023
USR_1265,29-06-2023,Canada,52,Male,Referral,CMP_2,0,
USR_1266,31-12-2023,Canada,36,Male,Instagram,CMP_5,0,
USR_1267,28-04-2023,UK,31,Male,Google,CMP_2,1,30-04-2023
USR_1268,01-09-2023,USA,51,Female,Instagram,CMP_9,0,
USR_1269,05-05-2023,India,49,Male,Google,CMP_7,0,
USR_1270,17-07-2023,Canada,30,Male,Facebook,CMP_10,1,18-07-2023
USR_1271,07-08-2023,Canada,43,Male,Facebook,CMP_10,1,09-08-2023
USR_1272,22-12-2023,India,21,Female,Google,CMP_10,1,23-12-2023
USR_1273,15-07-2023,USA,20,Male,Google,CMP_10,1,16-07-2023
USR_1274,17-07-2023,USA,44,Male,Referral,CMP_10,1,18-07-2023
USR_1275,28-08-2023,India,21,Male,Organic,CMP_7,1,01-09-2023
USR_1276,07-02-2023,USA,43,Male,Organic,CMP_2,1,08-02-2023
USR_1277,18-06-2023,UK,48,Male,Facebook,CMP_3,1,20-06-2023
USR_1278,19-08-2023,India,40,Female,Referral,CMP_8,1,21-08-2023
USR_1279,18-06-2023,India,22,Male,Facebook,CMP_4,0,
USR_1280,16-02-2023,Canada,30,Male,Referral,CMP_9,1,18-02-2023
USR_1281,14-12-2023,India,59,Female,Organic,CMP_8,0,
USR_1282,01-10-2023,UK,27,Male,Google,CMP_1,1,05-10-2023
USR_1283,06-09-2023,India,31,Female,Instagram,CMP_3,1,10-09-2023
USR_1284,25-07-2023,India,41,Male,Instagram,CMP_7,1,28-07-2023
USR_1285,16-06-2023,India,21,Male,Facebook,CMP_10,0,
USR_1286,02-11-2023,Canada,34,Female,Instagram,CMP_6,1,06-11-2023
USR_1287,21-01-2023,USA,23,Male,Google,CMP_9,1,23-01-2023
USR_1288,25-02-2023,Canada,44,Female,Facebook,CMP_6,1,28-02-2023
USR_1289,21-11-2023,UK,51,Female,Referral,CMP_10,1,23-11-2023
USR_1290,03-12-2023,UK,18,Male,Facebook,CMP_5,1,04-12-2023
USR_1291,28-02-2023,India,58,Female,Instagram,CMP_1,1,04-03-2023
USR_1292,25-02-2023,USA,41,Female,Google,CMP_1,1,26-02-2023
USR_1293,14-09-2023,UK,36,Female,Referral,CMP_10,1,16-09-2023
USR_1294,25-11-2023,India,53,Male,Instagram,CMP_8,1,29-11-2023
USR_1295,11-05-2023,India,34,Female,Google,CMP_9,0,
USR_1296,28-09-2023,Canada,37,Female,Google,CMP_1,0,
USR_1297,21-03-2023,USA,41,Male,Google,CMP_2,1,23-03-2023
USR_1298,30-03-2023,USA,27,Male,Facebook,CMP_3,1,03-04-2023
USR_1299,29-10-2023,India,52,Male,Facebook,CMP_9,1,31-10-2023
USR_1300,21-03-2023,UK,42,Male,Referral,CMP_7,0,
USR_1301,19-10-2023,UK,34,Male,Instagram,CMP_6,1,20-10-2023
USR_1302,27-04-2023,Canada,52,Female,Instagram,CMP_3,1,29-04-2023
USR_1303,16-08-2023,UK,43,Female,Referral,CMP_3,0,
USR_1304,05-06-2023,India,54,Female,Instagram,CMP_1,1,06-06-2023
USR_1305,17-05-2023,USA,25,Male,Instagram,CMP_2,1,18-05-2023
USR_1306,03-12-2023,India,47,Female,Facebook,CMP_7,1,04-12-2023
USR_1307,23-02-2023,USA,40,Female,Organic,CMP_8,1,26-02-2023
USR_1308,16-10-2023,UK,24,Female,Google,CMP_1,1,18-10-2023
USR_1309,16-02-2023,UK,36,Male,Facebook,CMP_5,1,19-02-2023
USR_1310,01-11-2023,UK,48,Female,Facebook,CMP_9,1,03-11-2023
USR_1311,23-08-2023,Canada,20,Female,Instagram,CMP_4,1,24-08-2023
USR_1312,31-03-2023,India,29,Male,Google,CMP_4,1,04-04-2023
USR_1313,04-12-2023,Canada,49,Female,Google,CMP_4,1,05-12-2023
USR_1314,09-03-2023,India,21,Male,Instagram,CMP_10,1,11-03-2023
USR_1315,24-06-2023,UK,35,Male,Instagram,CMP_10,1,26-06-2023
USR_1316,28-02-2023,India,54,Male,Organic,CMP_1,1,04-03-2023
USR_1317,08-07-2023,UK,31,Female,Organic,CMP_10,0,
USR_1318,25-06-2023,Canada,58,Male,Organic,CMP_3,1,28-06-2023
USR_1319,11-08-2023,Canada,52,Female,Organic,CMP_5,1,12-08-2023
USR_1320,04-09-2023,India,36,Female,Google,CMP_3,0,
USR_1321,22-05-2023,UK,29,Male,Google,CMP_1,1,23-05-2023
USR_1322,10-06-2023,India,33,Male,Facebook,CMP_5,1,11-06-2023
USR_1323,24-07-2023,UK,27,Male,Instagram,CMP_4,1,27-07-2023
USR_1324,21-02-2023,India,36,Male,Organic,CMP_2,1,22-02-2023
USR_1325,05-09-2023,UK,24,Female,Referral,CMP_5,1,06-09-2023
USR_1326,31-05-2023,India,24,Male,Facebook,CMP_2,0,
USR_1327,05-05-2023,India,21,Female,Google,CMP_8,1,06-05-2023
USR_1328,21-10-2023,UK,18,Female,Facebook,CMP_2,1,23-10-2023
USR_1329,10-06-2023,India,33,Male,Facebook,CMP_1,1,13-06-2023
USR_1330,06-08-2023,USA,48,Female,Google,CMP_7,1,08-08-2023
USR_1331,25-11-2023,USA,43,Male,Google,CMP_3,1,29-11-2023
USR_1332,30-08-2023,India,41,Male,Organic,CMP_3,1,03-09-2023
USR_1333,07-05-2023,India,39,Male,Facebook,CMP_5,0,
USR_1334,26-03-2023,India,25,Female,Facebook,CMP_7,1,27-03-2023
USR_1335,15-09-2023,USA,59,Male,Instagram,CMP_3,0,
USR_1336,17-01-2023,UK,47,Female,Google,CMP_9,1,19-01-2023
USR_1337,03-06-2023,UK,25,Male,Instagram,CMP_8,1,04-06-2023
USR_1338,22-06-2023,Canada,43,Female,Instagram,CMP_4,1,23-06-2023
USR_1339,12-03-2023,Canada,29,Male,Google,CMP_1,0,
USR_1340,26-02-2023,Canada,51,Male,Organic,CMP_6,1,28-02-2023
USR_1341,02-02-2023,Canada,21,Male,Google,CMP_10,1,06-02-2023
USR_1342,28-02-2023,USA,36,Male,Organic,CMP_4,1,01-03-2023
USR_1343,10-10-2023,USA,25,Female,Google,CMP_1,0,
USR_1344,02-02-2023,India,58,Male,Google,CMP_1,1,04-02-2023
USR_1345,26-06-2023,USA,25,Male,Organic,CMP_2,0,
USR_1346,21-11-2023,India,35,Female,Instagram,CMP_7,1,24-11-2023
USR_1347,26-05-2023,USA,33,Male,Organic,CMP_9,0,
USR_1348,30-11-2023,USA,42,Female,Facebook,CMP_5,1,04-12-2023
USR_1349,04-11-2023,India,44,Male,Referral,CMP_1,0,
USR_1350,18-09-2023,USA,50,Male,Organic,CMP_9,1,22-09-2023
USR_1351,29-07-2023,India,44,Female,Facebook,CMP_2,1,31-07-2023
USR_1352,15-02-2023,UK,20,Male,Organic,CMP_3,1,16-02-2023
USR_1353,23-02-2023,USA,33,Male,Google,CMP_10,1,24-02-2023
USR_1354,13-11-2023,Canada,40,Female,Instagram,CMP_6,1,17-11-2023
USR_1355,15-09-2023,India,39,Male,Facebook,CMP_8,0,
USR_1356,12-07-2023,India,30,Male,Facebook,CMP_1,1,14-07-2023
USR_1357,07-01-2023,India,22,Male,Instagram,CMP_7,1,09-01-2023
USR_1358,30-03-2023,Canada,19,Female,Instagram,CMP_3,1,31-03-2023
USR_1359,18-03-2023,USA,53,Female,Instagram,CMP_8,1,19-03-2023
USR_1360,18-09-2023,UK,20,Male,Facebook,CMP_1,1,21-09-2023
USR_1361,20-08-2023,UK,56,Female,Facebook,CMP_3,1,24-08-2023
USR_1362,23-10-2023,UK,45,Male,Instagram,CMP_1,1,27-10-2023
USR_1363,26-10-2023,Canada,43,Female,Instagram,CMP_1,1,27-10-2023
USR_1364,10-06-2023,USA,44,Male,Organic,CMP_5,1,13-06-2023
USR_1365,05-12-2023,UK,36,Male,Organic,CMP_6,1,06-12-2023
USR_1366,25-07-2023,UK,27,Female,Facebook,CMP_7,0,
USR_1367,27-01-2023,USA,30,Male,Referral,CMP_6,1,28-01-2023
USR_1368,23-10-2023,USA,19,Female,Instagram,CMP_6,1,26-10-2023
USR_1369,28-07-2023,Canada,25,Female,Google,CMP_7,0,
USR_1370,17-05-2023,India,48,Female,Google,CMP_10,0,
USR_1371,28-02-2023,Canada,31,Female,Instagram,CMP_3,1,04-03-2023
USR_1372,11-08-2023,India,58,Female,Referral,CMP_8,1,12-08-2023
USR_1373,07-03-2023,Canada,29,Male,Instagram,CMP_10,1,11-03-2023
USR_1374,21-10-2023,India,39,Male,Instagram,CMP_1,1,23-10-2023
USR_1375,26-04-2023,USA,24,Male,Instagram,CMP_8,1,29-04-2023
USR_1376,26-09-2023,India,46,Female,Instagram,CMP_7,1,27-09-2023
USR_1377,07-09-2023,UK,36,Male,Facebook,CMP_3,1,08-09-2023
USR_1378,21-05-2023,India,25,Female,Google,CMP_10,1,24-05-2023
USR_1379,09-02-2023,USA,36,Female,Google,CMP_7,1,10-02-2023
USR_1380,14-09-2023,USA,50,Female,Google,CMP_3,1,18-09-2023
USR_1381,15-08-2023,India,40,Female,Organic,CMP_6,1,19-08-2023
USR_1382,22-08-2023,USA,45,Female,Facebook,CMP_5,1,25-08-2023
USR_1383,21-12-2023,India,35,Male,Facebook,CMP_10,1,22-12-2023
USR_1384,28-02-2023,India,49,Female,Referral,CMP_2,1,03-03-2023
USR_1385,28-12-2023,UK,47,Female,Google,CMP_6,1,01-01-2024
USR_1386,01-05-2023,USA,49,Female,Facebook,CMP_4,0,
USR_1387,15-06-2023,India,18,Male,Facebook,CMP_5,0,
USR_1388,16-11-2023,UK,58,Female,Google,CMP_1,1,19-11-2023
USR_1389,12-02-2023,Canada,30,Female,Instagram,CMP_2,0,
USR_1390,24-05-2023,USA,53,Male,Facebook,CMP_2,1,27-05-2023
USR_1391,28-09-2023,USA,54,Female,Instagram,CMP_8,1,29-09-2023
USR_1392,20-08-2023,USA,48,Female,Organic,CMP_9,1,24-08-2023
USR_1393,04-07-2023,USA,27,Female,Google,CMP_6,0,
USR_1394,15-05-2023,Canada,24,Male,Organic,CMP_2,0,
USR_1395,13-07-2023,India,39,Female,Google,CMP_2,1,15-07-2023
USR_1396,26-01-2023,UK,45,Male,Instagram,CMP_10,1,29-01-2023
USR_1397,26-07-2023,UK,58,Male,Google,CMP_2,1,27-07-2023
USR_1398,04-02-2023,UK,26,Female,Organic,CMP_7,1,07-02-2023
USR_1399,07-04-2023,UK,40,Male,Organic,CMP_3,1,10-04-2023
USR_1400,15-12-2023,UK,40,Female,Google,CMP_8,0,
USR_1401,03-07-2023,UK,32,Male,Organic,CMP_6,1,07-07-2023
USR_1402,20-07-2023,USA,46,Female,Facebook,CMP_10,1,24-07-2023
USR_1403,17-12-2023,UK,34,Female,Facebook,CMP_6,0,
USR_1404,04-06-2023,USA,50,Female,Organic,CMP_5,1,07-06-2023
USR_1405,19-04-2023,UK,50,Male,Facebook,CMP_8,1,20-04-2023
USR_1406,26-07-2023,India,27,Female,Google,CMP_8,1,27-07-2023
USR_1407,24-08-2023,Canada,46,Female,Referral,CMP_10,1,26-08-2023
USR_1408,07-02-2023,UK,33,Female,Organic,CMP_3,0,
USR_1409,20-06-2023,Canada,53,Male,Organic,CMP_10,1,24-06-2023
USR_1410,08-05-2023,USA,47,Male,Facebook,CMP_5,0,
USR_1411,20-10-2023,USA,20,Male,Google,CMP_3,1,21-10-2023
USR_1412,18-02-2023,India,58,Female,Google,CMP_9,1,21-02-2023
USR_1413,16-07-2023,Canada,25,Female,Instagram,CMP_3,1,17-07-2023
USR_1414,10-07-2023,UK,25,Male,Google,CMP_3,1,12-07-2023
USR_1415,29-05-2023,UK,19,Female,Instagram,CMP_2,1,02-06-2023
USR_1416,09-12-2023,USA,42,Female,Organic,CMP_9,1,10-12-2023
USR_1417,30-09-2023,Canada,40,Female,Facebook,CMP_10,1,01-10-2023
USR_1418,02-01-2023,USA,19,Male,Instagram,CMP_8,1,03-01-2023
USR_1419,16-08-2023,USA,25,Female,Instagram,CMP_3,1,18-08-2023
USR_1420,21-01-2023,Canada,20,Female,Google,CMP_10,1,22-01-2023
USR_1421,04-11-2023,India,54,Female,Google,CMP_3,1,07-11-2023
USR_1422,22-11-2023,UK,46,Male,Google,CMP_2,0,
USR_1423,23-03-2023,Canada,27,Male,Organic,CMP_8,1,24-03-2023
USR_1424,11-07-2023,Canada,32,Male,Facebook,CMP_10,1,12-07-2023
USR_1425,30-10-2023,USA,29,Male,Google,CMP_3,1,31-10-2023
USR_1426,26-02-2023,India,25,Female,Google,CMP_1,1,02-03-2023
USR_1427,22-10-2023,UK,21,Female,Facebook,CMP_7,1,23-10-2023
USR_1428,15-04-2023,Canada,33,Male,Google,CMP_2,1,17-04-2023
USR_1429,16-03-2023,UK,19,Male,Organic,CMP_2,0,
USR_1430,05-07-2023,USA,27,Male,Organic,CMP_2,1,08-07-2023
USR_1431,17-01-2023,Canada,26,Female,Organic,CMP_9,1,18-01-2023
USR_1432,05-04-2023,USA,21,Female,Facebook,CMP_6,1,09-04-2023
USR_1433,11-09-2023,UK,41,Male,Facebook,CMP_6,1,12-09-2023
USR_1434,07-07-2023,Canada,43,Female,Facebook,CMP_1,1,11-07-2023
USR_1435,23-08-2023,India,27,Male,Referral,CMP_4,1,25-08-2023
USR_1436,12-12-2023,UK,33,Female,Instagram,CMP_5,1,14-12-2023
USR_1437,05-10-2023,Canada,56,Male,Google,CMP_4,0,
USR_1438,06-11-2023,India,40,Male,Organic,CMP_9,1,07-11-2023
USR_1439,20-11-2023,UK,47,Male,Google,CMP_9,0,
USR_1440,02-03-2023,USA,26,Female,Facebook,CMP_4,1,04-03-2023
USR_1441,16-07-2023,Canada,22,Male,Instagram,CMP_4,1,17-07-2023
USR_1442,30-05-2023,UK,59,Male,Organic,CMP_10,1,01-06-2023
USR_1443,23-04-2023,UK,42,Male,Facebook,CMP_5,1,27-04-2023
USR_1444,26-12-2023,USA,52,Female,Organic,CMP_8,1,29-12-2023
USR_1445,29-09-2023,India,42,Male,Google,CMP_5,1,02-10-2023
USR_1446,10-08-2023,USA,48,Male,Facebook,CMP_7,1,13-08-2023
USR_1447,17-11-2023,UK,43,Female,Instagram,CMP_4,1,21-11-2023
USR_1448,14-05-2023,India,38,Female,Facebook,CMP_1,0,
USR_1449,11-07-2023,USA,46,Male,Facebook,CMP_9,1,12-07-2023
USR_1450,30-04-2023,Canada,27,Male,Facebook,CMP_7,1,02-05-2023
USR_1451,20-10-2023,Canada,33,Female,Facebook,CMP_2,1,24-10-2023
USR_1452,04-08-2023,India,50,Female,Facebook,CMP_6,1,05-08-2023
USR_1453,12-12-2023,UK,42,Female,Facebook,CMP_1,1,16-12-2023
USR_1454,20-09-2023,Canada,46,Female,Referral,CMP_8,1,24-09-2023
USR_1455,09-10-2023,USA,29,Male,Google,CMP_3,0,
USR_1456,03-02-2023,USA,32,Male,Facebook,CMP_7,1,05-02-2023
USR_1457,28-02-2023,India,32,Female,Google,CMP_6,1,01-03-2023
USR_1458,03-04-2023,Canada,22,Female,Organic,CMP_5,1,06-04-2023
USR_1459,22-03-2023,India,41,Female,Instagram,CMP_2,1,25-03-2023
USR_1460,16-07-2023,UK,54,Male,Facebook,CMP_3,1,19-07-2023
USR_1461,10-08-2023,Canada,53,Male,Facebook,CMP_2,0,
USR_1462,30-09-2023,India,25,Female,Facebook,CMP_8,1,03-10-2023
USR_1463,28-02-2023,UK,48,Female,Referral,CMP_10,1,03-03-2023
USR_1464,23-12-2023,UK,31,Male,Instagram,CMP_9,1,24-12-2023
USR_1465,25-11-2023,UK,36,Female,Organic,CMP_4,1,26-11-2023
USR_1466,19-12-2023,Canada,26,Male,Google,CMP_2,1,21-12-2023
USR_1467,24-04-2023,USA,29,Male,Organic,CMP_3,1,28-04-2023
