transaction_id,user_id,transaction_date,amount,transaction_type,status
TXN_6148,USR_558,2023-06-10,2476.8,withdrawal,success
TXN_6149,USR_558,2023-08-26,6650.64,deposit,failed
TXN_6150,USR_558,2023-08-03,4911.3,withdrawal,success
TXN_6151,USR_558,2023-10-02,7540.33,payment,success
TXN_6152,USR_558,2023-08-12,4192.1,withdrawal,success
TXN_6153,USR_558,2023-06-06,173.36,payment,success
TXN_6154,USR_558,2023-11-22,9286.63,deposit,success
TXN_6155,USR_558,2023-11-14,9950.99,deposit,success
TXN_6156,USR_558,2023-06-15,8796.02,deposit,success
TXN_6157,USR_558,2023-09-09,6147.4,deposit,failed
TXN_6158,USR_558,2023-06-20,2920.55,payment,success
TXN_6159,USR_558,2023-07-13,2811.78,deposit,success
TXN_6160,USR_558,2023-09-08,3854.34,withdrawal,failed
TXN_6161,USR_558,2023-06-15,7904.53,payment,success
TXN_6162,USR_558,2023-08-18,1320.68,payment,success
TXN_6163,USR_558,2023-08-25,2345.01,payment,success
TXN_6164,USR_558,2023-09-16,5342.1,payment,success
TXN_6165,USR_558,2023-11-07,6940.48,payment,success
TXN_6166,USR_558,2023-06-11,3282.31,withdrawal,success
TXN_6167,USR_558,2023-08-27,8419.56,payment,success
TXN_6168,USR_558,2023-10-26,1139.06,withdrawal,success
TXN_6169,USR_558,2023-08-16,3886.31,withdrawal,success
TXN_6170,USR_558,2023-11-02,7143.83,withdrawal,failed
TXN_6171,USR_558,2023-07-02,1099.07,payment,success
TXN_6172,USR_558,2023-09-15,6640.16,deposit,success
TXN_6173,USR_558,2023-11-14,3770.84,withdrawal,success
TXN_6174,USR_558,2023-06-08,5549.82,deposit,success
TXN_6175,USR_558,2023-10-26,762.23,deposit,success
TXN_6176,USR_558,2023-11-02,4981.91,withdrawal,success
TXN_6177,USR_558,2023-11-14,558.6,withdrawal,success
TXN_6178,USR_558,2023-09-29,8285.07,withdrawal,failed
TXN_6179,USR_558,2023-07-25,6680.49,payment,success
TXN_6180,USR_558,2023-10-28,5128.49,withdrawal,success
TXN_6181,USR_558,2023-07-05,4257.09,deposit,success
TXN_6182,USR_558,2023-07-16,6336.71,withdrawal,success
TXN_6183,USR_558,2023-06-13,9000.52,deposit,failed
TXN_6184,USR_559,2024-03-20,3572.02,payment,success
TXN_6185,USR_559,2024-01-09,5712.32,withdrawal,success
TXN_6186,USR_559,2023-11-22,8542.02,withdrawal,success
TXN_6187,USR_559,2024-01-01,7913.69,deposit,success
TXN_6188,USR_559,2023-12-19,5049.95,payment,failed
TXN_6189,USR_559,2023-12-27,8548.42,payment,success
TXN_6190,USR_559,2024-04-26,6916.83,withdrawal,success
TXN_6191,USR_559,2024-01-17,2496.86,payment,success
TXN_6192,USR_559,2023-12-05,494.12,deposit,success
TXN_6193,USR_559,2024-01-04,8168.89,payment,success
TXN_6194,USR_559,2024-02-10,6060.48,withdrawal,success
TXN_6195,USR_559,2024-04-25,6035.12,deposit,failed
TXN_6196,USR_559,2024-03-03,5560.13,withdrawal,success
TXN_6197,USR_559,2023-11-14,1725.57,withdrawal,success
TXN_6198,USR_559,2023-12-07,6032.45,payment,success
TXN_6199,USR_559,2023-11-28,1874.8,withdrawal,success
TXN_6200,USR_559,2024-02-15,3444.64,deposit,success
TXN_6201,USR_559,2023-12-12,9257.6,deposit,success
TXN_6202,USR_559,2024-03-30,8991.3,payment,success
TXN_6203,USR_559,2024-03-21,2994.2,deposit,failed
TXN_6204,USR_559,2024-02-27,7406.36,withdrawal,success
TXN_6205,USR_559,2024-05-01,4141.0,deposit,success
TXN_6206,USR_559,2023-11-12,7018.76,payment,success
TXN_6207,USR_559,2024-04-21,4518.65,payment,success
TXN_6208,USR_559,2024-02-02,1866.34,deposit,success
TXN_6209,USR_559,2024-03-27,4661.44,deposit,success
TXN_6210,USR_559,2024-01-31,523.21,payment,success
TXN_6211,USR_559,2024-01-23,9565.48,deposit,success
TXN_6212,USR_559,2023-12-28,3713.09,payment,success
TXN_6213,USR_559,2024-01-27,1557.13,payment,success
TXN_6214,USR_559,2024-04-01,5510.87,withdrawal,failed
TXN_6215,USR_559,2024-03-11,6330.87,payment,success
TXN_6216,USR_559,2024-03-11,5929.48,withdrawal,success
TXN_6217,USR_559,2024-02-27,3496.61,withdrawal,failed
TXN_6218,USR_559,2024-02-24,5543.01,withdrawal,success
TXN_6219,USR_559,2024-01-28,4434.34,withdrawal,success
TXN_6220,USR_559,2024-02-13,8696.84,deposit,success
TXN_6221,USR_559,2024-03-20,4607.56,payment,failed
TXN_6222,USR_559,2024-02-16,9148.46,deposit,success
TXN_6223,USR_559,2024-01-24,395.97,withdrawal,success
TXN_6224,USR_559,2023-11-13,6763.67,deposit,success
TXN_6225,USR_559,2024-04-10,6481.47,deposit,success
TXN_6226,USR_559,2023-12-14,1853.2,withdrawal,success
TXN_6227,USR_559,2024-04-30,4477.39,withdrawal,success
TXN_6228,USR_559,2023-11-09,2361.54,payment,failed
TXN_6229,USR_559,2024-01-22,5384.69,payment,success
TXN_6230,USR_559,2024-02-21,1745.59,payment,success
TXN_6231,USR_559,2024-01-02,8258.85,withdrawal,success
TXN_6232,USR_559,2024-01-01,1293.12,payment,success
TXN_6233,USR_559,2023-12-04,6948.89,withdrawal,success
TXN_6234,USR_561,2023-10-28,8259.52,withdrawal,success
TXN_6235,USR_561,2023-10-12,2255.9,payment,success
TXN_6236,USR_561,2023-09-07,220.31,withdrawal,success
TXN_6237,USR_561,2023-10-10,9159.61,deposit,success
TXN_6238,USR_561,2023-11-28,4491.53,payment,success
TXN_6239,USR_561,2024-01-15,9862.22,withdrawal,success
TXN_6240,USR_561,2023-11-22,2578.98,payment,success
TXN_6241,USR_561,2023-12-24,616.81,deposit,success
TXN_6242,USR_561,2023-09-10,3510.46,withdrawal,success
TXN_6243,USR_561,2023-08-20,4607.2,payment,success
TXN_6244,USR_562,2023-05-08,6594.7,payment,success
TXN_6245,USR_562,2023-08-31,4813.02,deposit,success
TXN_6246,USR_562,2023-04-01,1843.23,payment,success
TXN_6247,USR_562,2023-08-20,9843.03,withdrawal,success
TXN_6248,USR_562,2023-06-29,2215.86,deposit,success
TXN_6249,USR_562,2023-04-30,4578.38,withdrawal,success
TXN_6250,USR_562,2023-08-18,4740.84,withdrawal,success
TXN_6251,USR_562,2023-07-23,5377.08,withdrawal,success
TXN_6252,USR_562,2023-04-21,2488.15,withdrawal,success
TXN_6253,USR_562,2023-07-02,5503.58,payment,success
TXN_6254,USR_563,2023-03-11,5415.4,withdrawal,success
TXN_6255,USR_563,2023-07-25,1433.41,withdrawal,success
TXN_6256,USR_563,2023-03-22,1228.72,withdrawal,success
TXN_6257,USR_563,2023-05-25,6192.08,deposit,success
TXN_6258,USR_563,2023-07-03,1132.61,deposit,success
TXN_6259,USR_563,2023-07-05,1115.05,payment,success
TXN_6260,USR_563,2023-03-14,7341.92,deposit,success
TXN_6261,USR_563,2023-06-14,7891.07,deposit,success
TXN_6262,USR_563,2023-08-03,1235.33,withdrawal,success
TXN_6263,USR_563,2023-06-23,2814.64,payment,failed
TXN_6264,USR_563,2023-08-06,6790.28,payment,success
TXN_6265,USR_563,2023-07-18,8926.1,payment,success
TXN_6266,USR_563,2023-04-05,4360.02,deposit,success
TXN_6267,USR_563,2023-03-21,8939.32,deposit,success
TXN_6268,USR_563,2023-06-13,4266.25,payment,success
TXN_6269,USR_563,2023-03-26,1398.11,withdrawal,success
TXN_6270,USR_563,2023-05-19,6137.16,payment,success
TXN_6271,USR_563,2023-07-06,4349.39,payment,failed
TXN_6272,USR_563,2023-03-16,2200.52,payment,failed
TXN_6273,USR_563,2023-06-24,4761.35,deposit,failed
TXN_6274,USR_564,2024-03-25,5446.29,deposit,success
TXN_6275,USR_564,2024-05-01,4952.9,withdrawal,success
TXN_6276,USR_564,2024-02-17,5887.5,withdrawal,success
TXN_6277,USR_564,2024-01-28,9539.57,payment,failed
TXN_6278,USR_564,2024-05-23,5200.57,payment,success
TXN_6279,USR_564,2024-03-17,9434.63,payment,success
TXN_6280,USR_564,2023-12-19,169.11,payment,success
TXN_6281,USR_564,2024-03-23,3392.08,deposit,success
TXN_6282,USR_564,2024-01-26,4279.45,payment,success
TXN_6283,USR_564,2024-01-26,2824.15,deposit,failed
TXN_6284,USR_564,2023-12-21,9061.66,payment,success
TXN_6285,USR_564,2024-03-24,4754.05,withdrawal,success
TXN_6286,USR_564,2024-03-30,8831.64,withdrawal,failed
TXN_6287,USR_564,2024-03-22,9035.36,withdrawal,success
TXN_6288,USR_564,2023-12-20,4166.88,withdrawal,success
TXN_6289,USR_564,2024-02-24,8844.55,withdrawal,success
TXN_6290,USR_564,2024-06-07,7660.37,payment,success
TXN_6291,USR_564,2024-03-13,3642.75,deposit,success
TXN_6292,USR_564,2024-04-25,1484.8,withdrawal,success
TXN_6293,USR_564,2024-03-21,948.19,withdrawal,success
TXN_6294,USR_564,2024-04-24,2064.41,deposit,success
TXN_6295,USR_564,2024-03-25,5900.02,payment,success
TXN_6296,USR_564,2024-03-26,4100.11,withdrawal,success
TXN_6297,USR_564,2023-12-27,3656.28,deposit,success
TXN_6298,USR_564,2024-01-03,3967.98,withdrawal,success
TXN_6299,USR_564,2024-05-29,2813.95,deposit,success
TXN_6300,USR_564,2024-04-14,9011.49,payment,success
TXN_6301,USR_564,2024-05-09,8478.88,payment,success
TXN_6302,USR_564,2024-04-27,5302.35,payment,failed
TXN_6303,USR_564,2024-03-05,6594.24,withdrawal,success
TXN_6304,USR_564,2024-06-10,6738.48,payment,success
TXN_6305,USR_564,2024-01-01,9480.39,deposit,success
TXN_6306,USR_564,2024-04-18,3883.63,deposit,success
TXN_6307,USR_564,2024-05-22,6263.78,deposit,success
TXN_6308,USR_564,2024-01-14,766.75,payment,success
TXN_6309,USR_564,2024-03-13,6105.81,deposit,success
TXN_6310,USR_564,2024-06-14,410.84,deposit,success
TXN_6311,USR_564,2024-06-06,7892.24,withdrawal,success
TXN_6312,USR_564,2024-02-08,5666.22,deposit,success
TXN_6313,USR_564,2024-04-20,8730.63,withdrawal,success
TXN_6314,USR_564,2024-05-14,8873.16,withdrawal,success
TXN_6315,USR_564,2024-01-31,9557.75,withdrawal,success
TXN_6316,USR_564,2023-12-30,2224.62,payment,success
TXN_6317,USR_564,2024-06-14,2001.85,deposit,success
TXN_6318,USR_564,2024-03-27,8723.99,payment,success
TXN_6319,USR_564,2024-05-06,8419.84,withdrawal,success
TXN_6320,USR_564,2024-02-09,796.92,payment,success
TXN_6321,USR_564,2024-02-07,2942.14,payment,success
TXN_6322,USR_564,2024-05-10,4816.08,payment,success
TXN_6323,USR_564,2024-01-17,4735.36,withdrawal,success
TXN_6324,USR_567,2023-12-18,3529.25,withdrawal,success
TXN_6325,USR_567,2024-01-29,5681.54,payment,success
TXN_6326,USR_567,2024-01-02,6904.72,withdrawal,success
TXN_6327,USR_567,2023-12-21,788.71,deposit,success
TXN_6328,USR_567,2024-03-02,9938.09,deposit,success
TXN_6329,USR_568,2023-04-29,4872.88,withdrawal,success
TXN_6330,USR_568,2023-05-21,8356.25,withdrawal,success
TXN_6331,USR_568,2023-05-30,6359.61,withdrawal,success
TXN_6332,USR_568,2023-08-08,6627.28,withdrawal,success
TXN_6333,USR_568,2023-07-25,9631.21,deposit,success
TXN_6334,USR_568,2023-05-13,1432.95,deposit,success
TXN_6335,USR_568,2023-09-02,3490.87,withdrawal,success
TXN_6336,USR_568,2023-07-05,5121.93,withdrawal,failed
TXN_6337,USR_568,2023-09-11,550.02,deposit,success
TXN_6338,USR_568,2023-05-24,9029.27,deposit,success
TXN_6339,USR_570,2023-06-23,6831.73,payment,failed
TXN_6340,USR_570,2023-10-07,3346.28,deposit,failed
TXN_6341,USR_570,2023-10-24,7226.32,withdrawal,success
TXN_6342,USR_570,2023-08-22,2400.55,payment,success
TXN_6343,USR_570,2023-08-10,3135.87,payment,success
TXN_6344,USR_570,2023-07-18,1206.56,payment,success
TXN_6345,USR_570,2023-09-18,1586.95,withdrawal,success
TXN_6346,USR_570,2023-08-24,1640.6,deposit,success
TXN_6347,USR_570,2023-10-16,3433.12,payment,success
TXN_6348,USR_570,2023-09-14,3215.67,withdrawal,success
TXN_6349,USR_571,2023-11-07,8861.14,deposit,failed
TXN_6350,USR_571,2023-10-01,4392.47,deposit,success
TXN_6351,USR_571,2023-08-10,1547.33,deposit,failed
TXN_6352,USR_571,2023-09-23,905.58,deposit,success
TXN_6353,USR_571,2023-11-27,7878.24,withdrawal,success
TXN_6354,USR_571,2023-12-25,244.73,deposit,success
TXN_6355,USR_571,2023-10-15,6103.29,deposit,success
TXN_6356,USR_571,2023-09-22,999.4,withdrawal,success
TXN_6357,USR_571,2024-01-01,8228.77,deposit,success
TXN_6358,USR_571,2023-10-21,5595.39,payment,success
TXN_6359,USR_572,2023-05-02,5066.24,payment,success
TXN_6360,USR_572,2023-05-01,6159.61,deposit,success
TXN_6361,USR_572,2023-05-17,7530.71,withdrawal,success
TXN_6362,USR_572,2023-05-16,1118.55,deposit,failed
TXN_6363,USR_572,2023-08-25,1632.35,deposit,failed
TXN_6364,USR_573,2024-04-04,865.49,withdrawal,failed
TXN_6365,USR_573,2024-04-27,1043.3,withdrawal,success
TXN_6366,USR_573,2023-12-30,8887.42,deposit,success
TXN_6367,USR_573,2024-05-07,3293.33,payment,success
TXN_6368,USR_573,2024-06-07,5104.89,payment,success
TXN_6369,USR_573,2024-05-02,6484.13,withdrawal,success
TXN_6370,USR_573,2024-03-16,7520.33,deposit,success
TXN_6371,USR_573,2024-04-19,6219.54,payment,success
TXN_6372,USR_573,2024-01-03,783.55,deposit,success
TXN_6373,USR_573,2024-01-16,7365.78,deposit,success
TXN_6374,USR_575,2023-01-19,3781.18,deposit,success
TXN_6375,USR_575,2023-02-16,7714.53,deposit,success
TXN_6376,USR_575,2023-06-07,3010.0,deposit,success
TXN_6377,USR_575,2023-07-10,561.7,withdrawal,success
TXN_6378,USR_575,2023-04-20,6547.06,payment,success
TXN_6379,USR_576,2023-07-18,778.57,withdrawal,success
TXN_6380,USR_576,2023-09-04,1628.69,deposit,success
TXN_6381,USR_576,2023-07-11,1907.15,withdrawal,success
TXN_6382,USR_576,2023-10-07,1113.83,payment,success
TXN_6383,USR_576,2023-04-17,8872.19,withdrawal,success
TXN_6384,USR_576,2023-08-04,8867.36,deposit,success
TXN_6385,USR_576,2023-07-20,4010.75,deposit,success
TXN_6386,USR_576,2023-10-05,4496.27,payment,success
TXN_6387,USR_576,2023-06-01,3988.23,deposit,success
TXN_6388,USR_576,2023-08-16,6477.64,payment,success
TXN_6389,USR_576,2023-04-28,5758.97,payment,success
TXN_6390,USR_576,2023-09-06,451.54,deposit,success
TXN_6391,USR_576,2023-04-23,4627.14,deposit,success
TXN_6392,USR_576,2023-07-03,4406.01,payment,success
TXN_6393,USR_576,2023-07-25,1753.11,withdrawal,success
TXN_6394,USR_576,2023-10-08,7617.64,deposit,success
TXN_6395,USR_576,2023-10-06,869.19,payment,success
TXN_6396,USR_576,2023-05-13,1904.35,deposit,success
TXN_6397,USR_576,2023-05-25,9234.57,deposit,success
TXN_6398,USR_576,2023-09-30,8885.16,deposit,failed
TXN_6399,USR_576,2023-09-17,645.93,payment,success
TXN_6400,USR_576,2023-04-23,4711.65,deposit,success
TXN_6401,USR_576,2023-04-14,3517.51,deposit,success
TXN_6402,USR_576,2023-08-06,5941.35,payment,success
TXN_6403,USR_576,2023-05-28,2565.52,withdrawal,success
TXN_6404,USR_576,2023-09-26,7310.06,withdrawal,failed
TXN_6405,USR_576,2023-08-09,2970.83,deposit,success
TXN_6406,USR_576,2023-04-30,6319.3,withdrawal,success
TXN_6407,USR_576,2023-08-14,8028.61,deposit,success
TXN_6408,USR_576,2023-08-25,2422.88,deposit,failed
TXN_6409,USR_576,2023-08-19,9783.97,deposit,success
TXN_6410,USR_576,2023-09-11,9794.84,withdrawal,success
TXN_6411,USR_576,2023-05-01,9038.56,deposit,success
TXN_6412,USR_576,2023-06-11,6454.5,withdrawal,success
TXN_6413,USR_576,2023-06-03,6153.32,withdrawal,failed
TXN_6414,USR_576,2023-05-26,9286.0,payment,success
TXN_6415,USR_576,2023-04-15,6722.1,payment,failed
TXN_6416,USR_576,2023-08-17,5834.64,deposit,success
TXN_6417,USR_576,2023-09-23,1894.69,withdrawal,success
TXN_6418,USR_576,2023-09-16,4732.42,withdrawal,success
TXN_6419,USR_576,2023-10-09,5593.73,deposit,success
TXN_6420,USR_576,2023-06-20,4175.91,payment,success
TXN_6421,USR_576,2023-06-28,1866.52,payment,failed
TXN_6422,USR_576,2023-07-10,7455.6,withdrawal,success
TXN_6423,USR_576,2023-06-20,621.55,payment,success
TXN_6424,USR_576,2023-06-21,5387.95,deposit,success
TXN_6425,USR_576,2023-07-27,6964.17,deposit,success
TXN_6426,USR_576,2023-07-21,8120.96,payment,success
TXN_6427,USR_576,2023-06-07,5761.24,withdrawal,success
TXN_6428,USR_576,2023-07-31,3326.12,payment,success
TXN_6429,USR_577,2023-12-28,8034.31,deposit,success
TXN_6430,USR_577,2024-01-03,8698.61,deposit,success
TXN_6431,USR_577,2023-12-17,7136.69,deposit,failed
TXN_6432,USR_577,2023-11-03,2952.05,payment,success
TXN_6433,USR_577,2023-10-20,4138.78,deposit,success
TXN_6434,USR_577,2023-12-23,6160.22,payment,success
TXN_6435,USR_577,2023-12-19,7705.62,deposit,success
TXN_6436,USR_577,2023-12-16,421.08,deposit,success
TXN_6437,USR_577,2023-08-19,5703.18,withdrawal,failed
TXN_6438,USR_577,2023-10-04,6521.63,withdrawal,success
TXN_6439,USR_579,2024-03-26,7490.53,payment,success
TXN_6440,USR_579,2024-06-13,2258.03,deposit,failed
TXN_6441,USR_579,2024-04-13,9001.33,deposit,success
TXN_6442,USR_579,2024-05-27,3834.55,deposit,success
TXN_6443,USR_579,2024-03-10,1877.37,payment,success
TXN_6444,USR_579,2024-06-13,5326.19,deposit,success
TXN_6445,USR_579,2024-04-26,602.08,payment,success
TXN_6446,USR_579,2024-03-22,6536.02,withdrawal,success
TXN_6447,USR_579,2024-02-23,5610.21,withdrawal,success
TXN_6448,USR_579,2024-03-28,6970.0,deposit,success
TXN_6449,USR_579,2024-05-09,3544.29,payment,failed
TXN_6450,USR_579,2024-05-26,800.96,payment,success
TXN_6451,USR_579,2024-04-22,9651.39,withdrawal,success
TXN_6452,USR_579,2024-03-27,9717.04,withdrawal,success
TXN_6453,USR_579,2024-06-16,9897.92,withdrawal,success
TXN_6454,USR_579,2024-05-31,6945.59,deposit,success
TXN_6455,USR_579,2024-03-28,5652.52,deposit,success
TXN_6456,USR_579,2024-03-28,7310.61,payment,success
TXN_6457,USR_579,2024-04-26,4696.18,payment,success
TXN_6458,USR_579,2024-02-02,8349.03,payment,success
TXN_6459,USR_580,2023-11-12,9889.12,withdrawal,success
TXN_6460,USR_580,2024-01-07,494.96,deposit,success
TXN_6461,USR_580,2024-01-11,1747.96,payment,success
TXN_6462,USR_580,2024-03-05,6345.88,payment,success
TXN_6463,USR_580,2023-10-21,2230.62,payment,success
TXN_6464,USR_580,2023-12-07,8517.7,deposit,failed
TXN_6465,USR_580,2024-01-23,2782.95,withdrawal,failed
TXN_6466,USR_580,2023-11-24,3062.54,withdrawal,success
TXN_6467,USR_580,2023-12-18,8985.79,withdrawal,success
TXN_6468,USR_580,2023-12-06,7540.35,payment,success
TXN_6469,USR_580,2023-11-20,8111.74,deposit,success
TXN_6470,USR_580,2024-02-21,2972.34,withdrawal,success
TXN_6471,USR_580,2023-12-04,5426.44,withdrawal,success
TXN_6472,USR_580,2024-02-17,3107.04,deposit,success
TXN_6473,USR_580,2024-02-15,1620.29,withdrawal,success
TXN_6474,USR_580,2024-02-17,5423.57,payment,failed
TXN_6475,USR_580,2024-02-11,1315.38,deposit,success
TXN_6476,USR_580,2023-10-14,9179.93,withdrawal,success
TXN_6477,USR_580,2024-01-18,5764.24,deposit,failed
TXN_6478,USR_580,2024-02-23,955.92,deposit,success
TXN_6479,USR_581,2023-03-10,6973.68,withdrawal,success
TXN_6480,USR_581,2023-03-11,2104.29,payment,success
TXN_6481,USR_581,2023-07-03,1842.24,deposit,success
TXN_6482,USR_581,2023-05-07,6368.62,deposit,success
TXN_6483,USR_581,2023-04-10,9840.42,withdrawal,success
TXN_6484,USR_581,2023-05-21,6710.04,withdrawal,success
TXN_6485,USR_581,2023-04-09,9291.65,payment,failed
TXN_6486,USR_581,2023-07-09,1023.26,withdrawal,success
TXN_6487,USR_581,2023-04-21,1833.76,withdrawal,success
TXN_6488,USR_581,2023-05-14,6163.68,payment,success
TXN_6489,USR_581,2023-08-14,2119.28,deposit,success
TXN_6490,USR_581,2023-07-22,8898.29,payment,success
TXN_6491,USR_581,2023-04-27,343.53,withdrawal,success
TXN_6492,USR_581,2023-05-23,4466.34,withdrawal,success
TXN_6493,USR_581,2023-03-18,6499.79,payment,success
TXN_6494,USR_581,2023-05-21,7407.98,withdrawal,success
TXN_6495,USR_581,2023-06-03,4018.61,payment,success
TXN_6496,USR_581,2023-06-07,4544.34,withdrawal,failed
TXN_6497,USR_581,2023-07-26,6164.34,payment,success
TXN_6498,USR_581,2023-02-22,6545.85,withdrawal,success
TXN_6499,USR_583,2024-03-23,6126.97,deposit,success
TXN_6500,USR_583,2024-01-03,5911.09,deposit,success
TXN_6501,USR_583,2024-05-07,1569.09,deposit,success
TXN_6502,USR_583,2023-12-09,4408.65,payment,success
TXN_6503,USR_583,2024-02-25,3120.43,withdrawal,failed
TXN_6504,USR_583,2024-05-26,222.43,deposit,success
TXN_6505,USR_583,2024-03-16,3396.37,deposit,success
TXN_6506,USR_583,2024-03-15,8205.67,withdrawal,success
TXN_6507,USR_583,2024-04-07,8272.81,deposit,success
TXN_6508,USR_583,2024-02-21,6203.33,deposit,success
TXN_6509,USR_584,2023-10-24,1530.01,deposit,success
TXN_6510,USR_584,2023-11-25,9405.97,deposit,success
TXN_6511,USR_584,2023-07-28,6794.4,deposit,success
TXN_6512,USR_584,2023-10-04,9383.99,deposit,failed
TXN_6513,USR_584,2023-08-28,5871.16,withdrawal,success
TXN_6514,USR_586,2023-12-02,6286.6,withdrawal,failed
TXN_6515,USR_586,2023-12-07,2943.65,withdrawal,success
TXN_6516,USR_586,2023-12-13,6470.61,payment,success
TXN_6517,USR_586,2024-03-07,3109.46,deposit,success
TXN_6518,USR_586,2024-03-17,5186.5,payment,success
TXN_6519,USR_586,2024-03-16,6135.37,deposit,success
TXN_6520,USR_586,2024-03-26,7214.07,deposit,success
TXN_6521,USR_586,2024-03-30,7651.81,withdrawal,success
TXN_6522,USR_586,2023-12-16,2190.59,withdrawal,success
TXN_6523,USR_586,2024-02-26,3788.5,withdrawal,success
TXN_6524,USR_587,2024-03-16,3733.75,payment,failed
TXN_6525,USR_587,2024-06-19,7258.89,withdrawal,success
TXN_6526,USR_587,2024-02-18,3998.7,payment,failed
TXN_6527,USR_587,2024-03-30,9559.82,deposit,success
TXN_6528,USR_587,2024-02-26,5423.33,payment,success
TXN_6529,USR_588,2023-07-15,1008.12,withdrawal,success
TXN_6530,USR_588,2023-04-28,5622.57,withdrawal,success
TXN_6531,USR_588,2023-03-24,3297.17,payment,success
TXN_6532,USR_588,2023-05-12,6979.42,deposit,failed
TXN_6533,USR_588,2023-05-27,2173.67,deposit,success
TXN_6534,USR_588,2023-06-25,8172.89,deposit,success
TXN_6535,USR_588,2023-07-10,8872.71,deposit,success
TXN_6536,USR_588,2023-03-20,8430.94,withdrawal,success
TXN_6537,USR_588,2023-03-19,6814.67,withdrawal,failed
TXN_6538,USR_588,2023-03-30,4948.66,payment,success
TXN_6539,USR_589,2023-12-13,1704.5,payment,success
TXN_6540,USR_589,2023-08-28,1803.95,payment,success
TXN_6541,USR_589,2023-09-10,5067.11,withdrawal,failed
TXN_6542,USR_589,2023-11-12,5265.81,deposit,failed
TXN_6543,USR_589,2023-10-20,4319.62,withdrawal,success
TXN_6544,USR_589,2023-08-24,8594.25,withdrawal,success
TXN_6545,USR_589,2024-01-10,7963.19,withdrawal,success
TXN_6546,USR_589,2023-11-04,9349.27,withdrawal,success
TXN_6547,USR_589,2023-12-25,3694.12,payment,failed
TXN_6548,USR_589,2023-10-25,4553.56,payment,success
TXN_6549,USR_592,2023-12-03,8202.77,payment,success
TXN_6550,USR_592,2024-04-23,4981.27,withdrawal,success
TXN_6551,USR_592,2024-03-24,6665.65,deposit,success
TXN_6552,USR_592,2024-01-27,7595.11,withdrawal,success
TXN_6553,USR_592,2023-11-30,6195.02,deposit,success
TXN_6554,USR_592,2024-01-14,8452.04,deposit,success
TXN_6555,USR_592,2024-01-26,382.8,deposit,success
TXN_6556,USR_592,2024-04-19,4460.33,withdrawal,success
TXN_6557,USR_592,2023-11-03,3643.34,withdrawal,success
TXN_6558,USR_592,2024-01-26,2674.67,withdrawal,success
TXN_6559,USR_592,2024-04-22,1448.58,deposit,success
TXN_6560,USR_592,2024-02-10,8750.49,payment,success
TXN_6561,USR_592,2023-11-11,5339.55,payment,success
TXN_6562,USR_592,2024-02-12,9914.99,deposit,success
TXN_6563,USR_592,2024-04-04,6500.29,withdrawal,success
TXN_6564,USR_592,2023-11-15,6690.49,deposit,success
TXN_6565,USR_592,2023-11-19,322.27,payment,success
TXN_6566,USR_592,2023-12-09,438.15,withdrawal,success
TXN_6567,USR_592,2024-02-21,4749.49,withdrawal,failed
TXN_6568,USR_592,2024-02-29,579.39,deposit,success
TXN_6569,USR_592,2024-04-15,6360.76,payment,success
TXN_6570,USR_592,2024-01-27,5668.66,deposit,success
TXN_6571,USR_592,2024-04-14,9885.07,withdrawal,success
TXN_6572,USR_592,2024-01-07,1096.33,withdrawal,success
TXN_6573,USR_592,2024-01-30,2840.05,payment,success
TXN_6574,USR_592,2024-03-13,7107.15,deposit,success
TXN_6575,USR_592,2023-11-29,2512.52,withdrawal,success
TXN_6576,USR_592,2024-03-17,5873.2,withdrawal,success
TXN_6577,USR_592,2024-01-04,2730.27,payment,failed
TXN_6578,USR_592,2024-03-19,3955.39,withdrawal,success
TXN_6579,USR_592,2024-01-07,3908.62,deposit,success
TXN_6580,USR_592,2023-12-11,6243.22,payment,success
TXN_6581,USR_592,2024-04-02,7125.5,withdrawal,success
TXN_6582,USR_592,2024-04-16,7030.44,deposit,success
TXN_6583,USR_592,2024-01-03,7028.96,deposit,success
TXN_6584,USR_592,2023-11-17,5075.9,deposit,success
TXN_6585,USR_592,2023-12-14,9169.22,deposit,success
TXN_6586,USR_592,2024-01-10,9510.63,deposit,success
TXN_6587,USR_592,2024-02-12,8194.09,withdrawal,success
TXN_6588,USR_592,2024-02-19,9247.85,deposit,success
TXN_6589,USR_592,2024-03-13,3492.44,payment,success
TXN_6590,USR_592,2024-03-03,8511.09,deposit,success
TXN_6591,USR_592,2023-12-11,363.95,withdrawal,success
TXN_6592,USR_592,2023-12-19,6430.85,withdrawal,failed
TXN_6593,USR_592,2024-01-27,7291.84,payment,success
TXN_6594,USR_592,2023-10-31,1721.49,deposit,failed
TXN_6595,USR_592,2024-04-04,5941.9,payment,success
TXN_6596,USR_592,2023-11-30,4137.17,withdrawal,success
TXN_6597,USR_592,2024-03-16,2678.83,payment,success
TXN_6598,USR_592,2024-03-06,5380.86,payment,success
TXN_6599,USR_593,2023-12-16,2931.81,withdrawal,failed
TXN_6600,USR_593,2024-01-14,5781.5,payment,success
TXN_6601,USR_593,2024-01-25,5937.13,withdrawal,success
TXN_6602,USR_593,2023-08-30,9175.33,payment,success
TXN_6603,USR_593,2023-09-05,6581.55,withdrawal,success
TXN_6604,USR_594,2024-01-18,4118.47,withdrawal,success
TXN_6605,USR_594,2024-01-27,2492.53,deposit,success
