user_id,signup_date,recency,frequency,monetary,segment
USR_1123,2023-11-29,78.0,4.0,29487.41,At Risk
USR_1124,2023-11-27,50.0,4.0,29201.96,Low Value
USR_1125,2023-05-08,241.0,4.0,23342.11,At Risk
USR_1126,2023-11-29,39.0,4.0,26467.95,Low Value
USR_1127,2023-04-03,289.0,19.0,94182.06999999999,Loyal
USR_1128,2023-10-03,92.0,19.0,90369.78,Loyal
USR_1129,2023-12-13,999.0,0.0,0.0,No Activity
USR_1130,2023-12-29,999.0,0.0,0.0,No Activity
USR_1131,2023-11-23,999.0,0.0,0.0,No Activity
USR_1132,2023-02-21,317.0,9.0,53532.6,At Risk
USR_1133,2023-08-28,132.0,5.0,22486.71,At Risk
USR_1134,2023-04-24,298.0,10.0,53161.29,At Risk
USR_1135,2023-02-07,329.0,17.0,87636.13,Loyal
USR_1136,2023-03-20,292.0,19.0,98049.02,Loyal
USR_1137,2023-08-12,249.0,4.0,6878.34,At Risk
USR_1138,2023-11-14,999.0,0.0,0.0,No Activity
USR_1139,2023-03-27,286.0,44.0,214389.96,High Value
USR_1140,2023-05-13,250.0,9.0,32818.05,At Risk
USR_1141,2023-01-08,999.0,0.0,0.0,No Activity
USR_1142,2023-04-14,273.0,10.0,51504.75,At Risk
USR_1143,2023-11-14,59.0,18.0,89713.69,Loyal
USR_1144,2023-07-31,999.0,0.0,0.0,No Activity
USR_1145,2023-02-14,381.0,5.0,28839.27,At Risk
USR_1146,2023-07-09,175.0,4.0,23374.98,At Risk
USR_1147,2023-02-09,326.0,15.0,101289.69,Loyal
USR_1148,2023-06-29,190.0,17.0,94329.57,Loyal
USR_1149,2023-05-09,239.0,47.0,266338.45,High Value
USR_1150,2023-05-07,999.0,0.0,0.0,No Activity
USR_1151,2023-10-07,999.0,0.0,0.0,No Activity
USR_1152,2023-01-23,999.0,0.0,0.0,No Activity
USR_1153,2023-10-17,999.0,0.0,0.0,No Activity
USR_1154,2023-12-25,10.0,9.0,42808.38,Low Value
USR_1155,2023-01-16,361.0,5.0,23268.28,At Risk
USR_1156,2023-04-12,271.0,4.0,14980.5,At Risk
USR_1157,2023-03-02,362.0,4.0,25628.89,At Risk
USR_1158,2023-12-25,999.0,0.0,0.0,No Activity
USR_1159,2023-04-02,282.0,7.0,34724.32,At Risk
USR_1160,2023-01-10,369.0,10.0,47463.39,At Risk
USR_1161,2023-07-25,999.0,0.0,0.0,No Activity
USR_1162,2023-05-25,241.0,9.0,41622.75,At Risk
USR_1163,2023-01-06,373.0,18.0,103230.27,Loyal
USR_1164,2023-06-10,999.0,0.0,0.0,No Activity
USR_1165,2023-04-30,999.0,0.0,0.0,No Activity
USR_1166,2023-12-19,17.0,45.0,199464.61000000002,High Value
USR_1167,2023-05-21,227.0,17.0,88504.36,Loyal
USR_1168,2023-11-19,999.0,0.0,0.0,No Activity
USR_1169,2023-01-12,359.0,4.0,11008.35,At Risk
USR_1170,2023-07-04,189.0,5.0,33048.73,At Risk
USR_1171,2023-02-12,373.0,4.0,16112.199999999999,At Risk
USR_1172,2023-12-27,28.0,10.0,60326.47,Low Value
USR_1173,2023-12-24,999.0,0.0,0.0,No Activity
USR_1174,2023-07-23,188.0,4.0,23364.94,At Risk
USR_1175,2023-02-21,313.0,9.0,42129.25,At Risk
USR_1176,2023-10-14,999.0,0.0,0.0,No Activity
USR_1177,2023-10-26,999.0,0.0,0.0,No Activity
USR_1178,2023-05-18,232.0,9.0,55315.22,At Risk
USR_1179,2023-03-29,300.0,5.0,26278.74,At Risk
USR_1180,2023-10-25,999.0,0.0,0.0,No Activity
USR_1181,2023-08-01,165.0,17.0,83557.78,Loyal
USR_1182,2023-03-23,999.0,0.0,0.0,No Activity
USR_1183,2023-07-22,184.0,5.0,28619.06,At Risk
USR_1184,2023-01-26,999.0,0.0,0.0,No Activity
USR_1185,2023-10-26,180.0,5.0,27898.030000000002,At Risk
USR_1186,2023-05-18,229.0,5.0,27973.06,At Risk
USR_1187,2023-01-26,339.0,3.0,12689.84,At Risk
USR_1188,2023-11-04,81.0,3.0,19264.260000000002,At Risk
USR_1189,2023-06-17,209.0,5.0,17852.41,At Risk
USR_1190,2023-07-20,164.0,9.0,33449.73,At Risk
USR_1191,2023-02-06,328.0,10.0,58410.19,At Risk
USR_1192,2023-03-03,999.0,0.0,0.0,No Activity
USR_1193,2023-03-23,286.0,10.0,44359.33,At Risk
USR_1194,2023-09-10,132.0,10.0,50916.33,At Risk
USR_1195,2023-05-05,250.0,4.0,18530.39,At Risk
USR_1196,2023-11-21,56.0,15.0,81680.57,Loyal
USR_1197,2023-10-08,103.0,16.0,82978.8,Loyal
USR_1198,2023-08-13,180.0,7.0,40202.99,At Risk
USR_1199,2023-01-14,367.0,9.0,43612.7,At Risk
USR_1200,2023-01-28,999.0,0.0,0.0,No Activity
USR_1201,2023-08-18,211.0,5.0,33624.340000000004,At Risk
USR_1202,2023-10-22,103.0,10.0,36886.23,At Risk
USR_1203,2023-04-15,999.0,0.0,0.0,No Activity
USR_1204,2023-07-01,213.0,4.0,24752.23,At Risk
USR_1205,2023-08-11,142.0,4.0,23083.14,At Risk
USR_1206,2023-10-11,999.0,0.0,0.0,No Activity
USR_1207,2023-01-08,369.0,5.0,25181.11,At Risk
USR_1208,2023-01-20,999.0,0.0,0.0,No Activity
USR_1209,2023-10-08,999.0,0.0,0.0,No Activity
USR_1210,2023-03-15,294.0,45.0,240577.14,High Value
USR_1211,2023-07-23,199.0,5.0,32198.94,At Risk
USR_1212,2023-02-15,319.0,47.0,250716.69,High Value
USR_1213,2023-10-04,89.0,20.0,94972.74,Loyal
USR_1214,2023-04-25,303.0,5.0,28037.3,At Risk
USR_1215,2023-12-25,14.0,18.0,94250.86,Loyal
USR_1216,2023-06-02,999.0,0.0,0.0,No Activity
USR_1217,2023-01-19,382.0,4.0,15043.92,At Risk
USR_1218,2023-07-13,171.0,46.0,259127.09,High Value
USR_1219,2023-07-01,268.0,4.0,13609.31,At Risk
USR_1220,2023-06-17,228.0,4.0,20421.72,At Risk
USR_1221,2023-12-21,17.0,9.0,44389.51,Low Value
USR_1222,2023-06-12,999.0,0.0,0.0,No Activity
USR_1223,2023-08-27,128.0,44.0,245186.72,High Value
USR_1224,2023-07-29,157.0,16.0,102243.1,Loyal
USR_1225,2023-08-24,131.0,9.0,44179.46,At Risk
USR_1226,2023-06-14,203.0,10.0,56139.79,At Risk
USR_1227,2023-12-24,62.0,9.0,60162.72,At Risk
USR_1228,2023-03-17,307.0,18.0,78978.27,Loyal
USR_1229,2023-11-10,53.0,19.0,79530.1,Loyal
USR_1230,2023-09-23,111.0,19.0,89163.27,Loyal
USR_1231,2023-05-23,228.0,4.0,24611.18,At Risk
USR_1232,2023-04-22,269.0,5.0,28077.79,At Risk
USR_1233,2023-01-16,497.0,1.0,1245.48,At Risk
USR_1234,2023-12-04,66.0,4.0,18348.85,At Risk
USR_1235,2023-08-22,170.0,5.0,9666.4,At Risk
USR_1236,2023-03-29,999.0,0.0,0.0,No Activity
USR_1237,2023-02-15,338.0,10.0,59631.34,At Risk
USR_1238,2023-09-29,110.0,7.0,42924.01,At Risk
USR_1239,2023-09-27,97.0,49.0,245834.77,High Value
USR_1240,2023-04-21,286.0,10.0,50549.560000000005,At Risk
USR_1241,2023-02-26,311.0,8.0,44639.82,At Risk
USR_1242,2023-01-20,356.0,8.0,32685.75,At Risk
USR_1243,2023-09-08,999.0,0.0,0.0,No Activity
USR_1244,2023-07-28,183.0,18.0,81657.64,Loyal
USR_1245,2023-11-07,999.0,0.0,0.0,No Activity
USR_1246,2023-12-22,42.0,9.0,47680.72,Low Value
USR_1247,2023-08-17,158.0,19.0,96075.03,Loyal
USR_1248,2023-11-02,98.0,5.0,18268.55,At Risk
USR_1249,2023-11-24,113.0,3.0,6230.5,At Risk
USR_1250,2023-05-24,225.0,10.0,45590.32,At Risk
USR_1251,2023-12-12,28.0,19.0,115327.2,Loyal
USR_1252,2023-03-15,308.0,9.0,35865.73,At Risk
USR_1253,2023-12-28,999.0,0.0,0.0,No Activity
USR_1254,2023-08-03,999.0,0.0,0.0,No Activity
USR_1255,2023-01-11,423.0,5.0,28865.68,At Risk
USR_1256,2023-01-28,438.0,1.0,8519.18,At Risk
USR_1257,2023-07-29,156.0,4.0,17310.53,At Risk
USR_1258,2023-11-26,86.0,5.0,26619.04,At Risk
USR_1259,2023-09-10,119.0,20.0,112739.08,Loyal
USR_1260,2023-08-01,163.0,8.0,52522.55,At Risk
USR_1261,2023-04-02,999.0,0.0,0.0,No Activity
USR_1262,2023-08-06,159.0,10.0,48151.98,At Risk
USR_1263,2023-01-30,999.0,0.0,0.0,No Activity
USR_1264,2023-09-22,163.0,5.0,19002.18,At Risk
USR_1265,2023-06-29,999.0,0.0,0.0,No Activity
USR_1266,2023-12-31,999.0,0.0,0.0,No Activity
USR_1267,2023-04-28,254.0,4.0,21501.97,At Risk
USR_1268,2023-09-01,202.0,1.0,7182.65,At Risk
USR_1269,2023-05-05,999.0,0.0,0.0,No Activity
USR_1270,2023-07-17,999.0,0.0,0.0,No Activity
USR_1271,2023-08-07,152.0,4.0,14476.14,At Risk
USR_1272,2023-12-22,38.0,5.0,27051.91,Low Value
USR_1273,2023-07-15,999.0,0.0,0.0,No Activity
USR_1274,2023-07-17,167.0,19.0,116327.04000000001,Loyal
USR_1275,2023-08-28,999.0,0.0,0.0,No Activity
USR_1276,2023-02-07,338.0,10.0,58667.43,At Risk
USR_1277,2023-06-18,203.0,10.0,37138.96,At Risk
USR_1278,2023-08-19,146.0,43.0,204359.44,High Value
USR_1279,2023-06-18,999.0,0.0,0.0,No Activity
USR_1280,2023-02-16,999.0,0.0,0.0,No Activity
USR_1281,2023-12-14,999.0,0.0,0.0,No Activity
USR_1282,2023-10-01,999.0,0.0,0.0,No Activity
USR_1283,2023-09-06,118.0,10.0,46881.36,At Risk
USR_1284,2023-07-25,160.0,5.0,19708.11,At Risk
USR_1285,2023-06-16,369.0,1.0,8354.66,At Risk
USR_1286,2023-11-02,70.0,10.0,69967.26,At Risk
USR_1287,2023-01-21,999.0,0.0,0.0,No Activity
USR_1288,2023-02-25,322.0,4.0,21288.05,At Risk
USR_1289,2023-11-21,44.0,44.0,217522.62,High Value
USR_1290,2023-12-03,111.0,4.0,12391.63,At Risk
USR_1291,2023-02-28,375.0,4.0,19689.22,At Risk
USR_1292,2023-02-25,309.0,20.0,104130.92,Loyal
USR_1293,2023-09-14,108.0,47.0,214359.33,High Value
USR_1294,2023-11-25,36.0,9.0,38153.85,Low Value
USR_1295,2023-05-11,388.0,1.0,6817.47,At Risk
USR_1296,2023-09-28,999.0,0.0,0.0,No Activity
USR_1297,2023-03-21,287.0,44.0,232606.07,High Value
USR_1298,2023-03-30,999.0,0.0,0.0,No Activity
USR_1299,2023-10-29,128.0,5.0,26858.47,At Risk
USR_1300,2023-03-21,999.0,0.0,0.0,No Activity
USR_1301,2023-10-19,75.0,18.0,70666.69,Loyal
USR_1302,2023-04-27,251.0,9.0,41402.6,At Risk
USR_1303,2023-08-16,999.0,0.0,0.0,No Activity
USR_1304,2023-06-05,234.0,4.0,19955.870000000003,At Risk
USR_1305,2023-05-17,232.0,9.0,47111.85,At Risk
USR_1306,2023-12-03,999.0,0.0,0.0,No Activity
USR_1307,2023-02-23,363.0,19.0,104306.63,Loyal
USR_1308,2023-10-16,175.0,5.0,16740.93,At Risk
USR_1309,2023-02-16,331.0,9.0,44361.52,At Risk
USR_1310,2023-11-01,61.0,17.0,76623.29000000001,Loyal
USR_1311,2023-08-23,150.0,10.0,55079.0,At Risk
USR_1312,2023-03-31,289.0,17.0,88494.25,Loyal
USR_1313,2023-12-04,28.0,3.0,20960.51,Low Value
USR_1314,2023-03-09,303.0,10.0,53727.22,At Risk
USR_1315,2023-06-24,219.0,20.0,122128.64,Loyal
USR_1316,2023-02-28,329.0,4.0,18180.92,At Risk
USR_1317,2023-07-08,999.0,0.0,0.0,No Activity
USR_1318,2023-06-25,201.0,20.0,112532.67,Loyal
USR_1319,2023-08-11,145.0,47.0,240102.71,High Value
USR_1320,2023-09-04,999.0,0.0,0.0,No Activity
USR_1321,2023-05-22,224.0,19.0,106796.9,Loyal
USR_1322,2023-06-10,221.0,17.0,77483.12,Loyal
USR_1323,2023-07-24,170.0,46.0,201088.96,High Value
USR_1324,2023-02-21,323.0,16.0,86297.5,Loyal
USR_1325,2023-09-05,143.0,4.0,10653.45,At Risk
USR_1326,2023-05-31,999.0,0.0,0.0,No Activity
USR_1327,2023-05-05,240.0,18.0,82001.89,Loyal
USR_1328,2023-10-21,71.0,5.0,29901.87,At Risk
USR_1329,2023-06-10,292.0,5.0,21843.65,At Risk
USR_1330,2023-08-06,147.0,45.0,228855.6,High Value
USR_1331,2023-11-25,46.0,10.0,65623.54,Low Value
USR_1332,2023-08-30,151.0,9.0,60809.96,At Risk
USR_1333,2023-05-07,999.0,0.0,0.0,No Activity
USR_1334,2023-03-26,292.0,3.0,24412.739999999998,At Risk
USR_1335,2023-09-15,999.0,0.0,0.0,No Activity
USR_1336,2023-01-17,350.0,4.0,31557.780000000002,At Risk
USR_1337,2023-06-03,999.0,0.0,0.0,No Activity
USR_1338,2023-06-22,218.0,9.0,55359.119999999995,At Risk
USR_1339,2023-03-12,999.0,0.0,0.0,No Activity
USR_1340,2023-02-26,310.0,18.0,91804.21,Loyal
USR_1341,2023-02-02,339.0,9.0,42535.34,At Risk
USR_1342,2023-02-28,306.0,47.0,249344.01,High Value
USR_1343,2023-10-10,999.0,0.0,0.0,No Activity
USR_1344,2023-02-02,352.0,4.0,20052.68,At Risk
USR_1345,2023-06-26,999.0,0.0,0.0,No Activity
USR_1346,2023-11-21,68.0,5.0,25898.16,At Risk
USR_1347,2023-05-26,999.0,0.0,0.0,No Activity
USR_1348,2023-11-30,39.0,4.0,19129.56,Low Value
USR_1349,2023-11-04,999.0,0.0,0.0,No Activity
USR_1350,2023-09-18,105.0,47.0,232162.23,High Value
USR_1351,2023-07-29,159.0,10.0,46284.64,At Risk
USR_1352,2023-02-15,339.0,10.0,65649.98,At Risk
USR_1353,2023-02-23,338.0,8.0,33645.29,At Risk
USR_1354,2023-11-13,59.0,9.0,35975.86,Low Value
USR_1355,2023-09-15,999.0,0.0,0.0,No Activity
USR_1356,2023-07-12,183.0,9.0,60280.04,At Risk
USR_1357,2023-01-07,400.0,5.0,11504.48,At Risk
USR_1358,2023-03-30,282.0,9.0,55869.729999999996,At Risk
USR_1359,2023-03-18,296.0,5.0,26336.49,At Risk
USR_1360,2023-09-18,999.0,0.0,0.0,No Activity
USR_1361,2023-08-20,141.0,5.0,41257.48,At Risk
USR_1362,2023-10-23,999.0,0.0,0.0,No Activity
USR_1363,2023-10-26,70.0,20.0,76589.38,Loyal
USR_1364,2023-06-10,204.0,20.0,118730.44,Loyal
USR_1365,2023-12-05,34.0,9.0,47626.55,Low Value
USR_1366,2023-07-25,999.0,0.0,0.0,No Activity
USR_1367,2023-01-27,393.0,5.0,24166.16,At Risk
USR_1368,2023-10-23,92.0,9.0,40029.76,At Risk
USR_1369,2023-07-28,999.0,0.0,0.0,No Activity
USR_1370,2023-05-17,999.0,0.0,0.0,No Activity
USR_1371,2023-02-28,312.0,18.0,80899.66,Loyal
USR_1372,2023-08-11,169.0,19.0,105439.18000000001,Loyal
USR_1373,2023-03-07,301.0,46.0,234008.91999999998,High Value
USR_1374,2023-10-21,78.0,8.0,48457.74,At Risk
USR_1375,2023-04-26,999.0,0.0,0.0,No Activity
USR_1376,2023-09-26,116.0,4.0,13511.9,At Risk
USR_1377,2023-09-07,123.0,17.0,86616.7,Loyal
USR_1378,2023-05-21,235.0,19.0,103863.54,Loyal
USR_1379,2023-02-09,999.0,0.0,0.0,No Activity
USR_1380,2023-09-14,108.0,10.0,56972.53,At Risk
USR_1381,2023-08-15,138.0,4.0,13992.19,At Risk
USR_1382,2023-08-22,138.0,5.0,23132.86,At Risk
USR_1383,2023-12-21,32.0,9.0,45921.62,Low Value
USR_1384,2023-02-28,311.0,9.0,60595.11,At Risk
USR_1385,2023-12-28,999.0,0.0,0.0,No Activity
USR_1386,2023-05-01,999.0,0.0,0.0,No Activity
USR_1387,2023-06-15,999.0,0.0,0.0,No Activity
USR_1388,2023-11-16,999.0,0.0,0.0,No Activity
USR_1389,2023-02-12,999.0,0.0,0.0,No Activity
USR_1390,2023-05-24,999.0,0.0,0.0,No Activity
USR_1391,2023-09-28,109.0,20.0,98791.85,Loyal
USR_1392,2023-08-20,135.0,17.0,78844.49,Loyal
USR_1393,2023-07-04,999.0,0.0,0.0,No Activity
USR_1394,2023-05-15,999.0,0.0,0.0,No Activity
USR_1395,2023-07-13,206.0,5.0,23779.93,At Risk
USR_1396,2023-01-26,999.0,0.0,0.0,No Activity
USR_1397,2023-07-26,176.0,5.0,16478.969999999998,At Risk
USR_1398,2023-02-04,335.0,19.0,77549.72,Loyal
USR_1399,2023-04-07,283.0,10.0,44322.7,At Risk
USR_1400,2023-12-15,999.0,0.0,0.0,No Activity
USR_1401,2023-07-03,201.0,10.0,44475.450000000004,At Risk
USR_1402,2023-07-20,191.0,5.0,37238.61,At Risk
USR_1403,2023-12-17,999.0,0.0,0.0,No Activity
USR_1404,2023-06-04,225.0,18.0,89836.98,Loyal
USR_1405,2023-04-19,256.0,9.0,50189.29,At Risk
USR_1406,2023-07-26,167.0,10.0,50930.9,At Risk
USR_1407,2023-08-24,133.0,18.0,98795.43000000001,Loyal
USR_1408,2023-02-07,460.0,1.0,5478.49,At Risk
USR_1409,2023-06-20,209.0,9.0,42466.159999999996,At Risk
USR_1410,2023-05-08,999.0,0.0,0.0,No Activity
USR_1411,2023-10-20,72.0,18.0,101621.12,Loyal
USR_1412,2023-02-18,323.0,9.0,27811.7,At Risk
USR_1413,2023-07-16,999.0,0.0,0.0,No Activity
USR_1414,2023-07-10,195.0,4.0,25865.75,At Risk
USR_1415,2023-05-29,223.0,18.0,97353.5,Loyal
USR_1416,2023-12-09,24.0,19.0,85059.96,Loyal
USR_1417,2023-09-30,95.0,48.0,202634.48,High Value
USR_1418,2023-01-02,365.0,18.0,82904.01,Loyal
USR_1419,2023-08-16,210.0,5.0,22049.68,At Risk
USR_1420,2023-01-21,352.0,3.0,10415.369999999999,At Risk
USR_1421,2023-11-04,116.0,5.0,26274.510000000002,At Risk
USR_1422,2023-11-22,999.0,0.0,0.0,No Activity
USR_1423,2023-03-23,287.0,19.0,73143.14,Loyal
USR_1424,2023-07-11,189.0,10.0,48524.4,At Risk
USR_1425,2023-10-30,73.0,10.0,37351.7,At Risk
USR_1426,2023-02-26,356.0,4.0,17981.4,At Risk
USR_1427,2023-10-22,85.0,5.0,27622.27,At Risk
USR_1428,2023-04-15,266.0,5.0,16952.29,At Risk
USR_1429,2023-03-16,364.0,1.0,8165.57,At Risk
USR_1430,2023-07-05,189.0,10.0,48214.14,At Risk
USR_1431,2023-01-17,349.0,20.0,105089.1,Loyal
USR_1432,2023-04-05,302.0,5.0,28868.98,At Risk
USR_1433,2023-09-11,113.0,47.0,267459.95,High Value
USR_1434,2023-07-07,200.0,42.0,204024.38,High Value
USR_1435,2023-08-23,999.0,0.0,0.0,No Activity
USR_1436,2023-12-12,54.0,9.0,55773.46,Low Value
USR_1437,2023-10-05,999.0,0.0,0.0,No Activity
USR_1438,2023-11-06,55.0,10.0,44602.549999999996,Low Value
USR_1439,2023-11-20,54.0,1.0,9640.91,Low Value
USR_1440,2023-03-02,312.0,5.0,23857.55,At Risk
USR_1441,2023-07-16,999.0,0.0,0.0,No Activity
USR_1442,2023-05-30,218.0,19.0,95766.73999999999,Loyal
USR_1443,2023-04-23,293.0,4.0,11948.97,At Risk
USR_1444,2023-12-26,18.0,8.0,41973.47,Low Value
USR_1445,2023-09-29,999.0,0.0,0.0,No Activity
USR_1446,2023-08-10,145.0,18.0,105775.1,Loyal
USR_1447,2023-11-17,44.0,48.0,216890.6,High Value
USR_1448,2023-05-14,999.0,0.0,0.0,No Activity
USR_1449,2023-07-11,199.0,5.0,16988.7,At Risk
USR_1450,2023-04-30,250.0,4.0,19997.48,At Risk
USR_1451,2023-10-20,87.0,5.0,29372.52,At Risk
USR_1452,2023-08-04,151.0,10.0,37849.62,At Risk
USR_1453,2023-12-12,26.0,7.0,26673.79,Low Value
USR_1454,2023-09-20,126.0,5.0,29907.27,At Risk
USR_1455,2023-10-09,999.0,0.0,0.0,No Activity
USR_1456,2023-02-03,361.0,5.0,24188.29,At Risk
USR_1457,2023-02-28,999.0,0.0,0.0,No Activity
USR_1458,2023-04-03,361.0,3.0,18164.41,At Risk
USR_1459,2023-03-22,303.0,4.0,18973.71,At Risk
USR_1460,2023-07-16,175.0,4.0,18232.2,At Risk
USR_1461,2023-08-10,999.0,0.0,0.0,No Activity
USR_1462,2023-09-30,101.0,16.0,98897.55,Loyal
USR_1463,2023-02-28,307.0,18.0,108095.64,Loyal
USR_1464,2023-12-23,37.0,10.0,38579.86,Low Value
USR_1465,2023-11-25,52.0,17.0,73265.76,Loyal
USR_1466,2023-12-19,48.0,9.0,42120.34,Low Value
USR_1467,2023-04-24,252.0,18.0,110983.47,Loyal
USR_1468,2023-09-12,116.0,9.0,37722.47,At Risk
USR_1469,2023-09-09,128.0,20.0,106765.76,Loyal
USR_1470,2023-12-25,23.0,19.0,90576.3,Loyal
USR_1471,2023-05-30,230.0,9.0,63715.98,At Risk
USR_1472,2023-03-23,999.0,0.0,0.0,No Activity
USR_1473,2023-11-07,65.0,10.0,53241.29,At Risk
USR_1474,2023-03-13,312.0,10.0,60868.27,At Risk
USR_1475,2023-12-22,38.0,16.0,68659.74,Loyal
USR_1476,2023-06-27,210.0,5.0,31075.98,At Risk
USR_1477,2023-04-17,999.0,0.0,0.0,No Activity
USR_1478,2023-04-18,336.0,1.0,1467.78,At Risk
USR_1479,2023-03-15,999.0,0.0,0.0,No Activity
USR_1480,2023-06-06,219.0,5.0,32314.18,At Risk
USR_1481,2023-08-01,999.0,0.0,0.0,No Activity
USR_1482,2023-03-12,298.0,44.0,239483.13,High Value
USR_1483,2023-04-09,279.0,5.0,23628.8,At Risk
USR_1484,2023-03-13,999.0,0.0,0.0,No Activity
USR_1485,2023-08-10,144.0,7.0,42757.22,At Risk
USR_1486,2023-12-31,2.0,4.0,25882.980000000003,Low Value
USR_1487,2023-06-13,999.0,0.0,0.0,No Activity
USR_1488,2023-06-19,999.0,0.0,0.0,No Activity
USR_1489,2023-05-14,237.0,5.0,29802.12,At Risk
USR_1490,2023-07-15,208.0,4.0,17053.37,At Risk
USR_1491,2023-09-09,136.0,10.0,56348.83,At Risk
USR_1492,2023-05-22,229.0,18.0,78690.83,Loyal
USR_1493,2023-06-09,205.0,20.0,95373.20999999999,Loyal
USR_1494,2023-01-28,337.0,9.0,26671.66,At Risk
USR_1495,2023-09-02,129.0,10.0,56887.55,At Risk
USR_1496,2023-05-22,268.0,6.0,37705.13,At Risk
USR_1497,2023-06-26,188.0,13.0,92423.8,Loyal
USR_1498,2023-03-29,999.0,0.0,0.0,No Activity
USR_1499,2023-07-01,236.0,5.0,32713.6,At Risk
USR_1500,2023-12-02,84.0,10.0,48650.79,At Risk
USR_1501,2023-10-28,999.0,0.0,0.0,No Activity
USR_1502,2023-10-30,127.0,5.0,30112.19,At Risk
USR_1503,2023-06-21,999.0,0.0,0.0,No Activity
USR_1504,2023-06-13,999.0,0.0,0.0,No Activity
USR_1505,2023-06-04,210.0,48.0,248469.39,High Value
USR_1506,2023-09-16,116.0,5.0,31789.27,At Risk
USR_1507,2023-09-19,999.0,0.0,0.0,No Activity
USR_1508,2023-02-20,321.0,17.0,84541.31,Loyal
USR_1509,2023-02-26,372.0,3.0,12350.86,At Risk
USR_1510,2023-03-03,304.0,46.0,252487.91,High Value
USR_1511,2023-01-04,999.0,0.0,0.0,No Activity
USR_1512,2023-02-12,324.0,46.0,207507.73,High Value
USR_1513,2023-02-22,363.0,4.0,19671.89,At Risk
USR_1514,2023-03-29,999.0,0.0,0.0,No Activity
USR_1515,2023-08-09,152.0,10.0,44274.59,At Risk
USR_1516,2023-03-04,316.0,3.0,15236.919999999998,At Risk
USR_1517,2023-06-30,184.0,5.0,27762.34,At Risk
USR_1518,2023-09-12,114.0,17.0,87057.02,Loyal
USR_1519,2023-07-14,199.0,5.0,22196.129999999997,At Risk
USR_1520,2023-01-26,368.0,9.0,61595.37,At Risk
USR_1521,2023-03-04,305.0,8.0,48103.62,At Risk
USR_1522,2023-07-30,195.0,8.0,35185.25,At Risk
USR_1523,2023-11-27,37.0,5.0,20948.84,Low Value
USR_1524,2023-06-30,197.0,5.0,13603.64,At Risk
USR_1525,2023-04-15,273.0,4.0,9199.23,At Risk
USR_1526,2023-05-09,238.0,1.0,2899.07,At Risk
USR_1527,2023-01-27,999.0,0.0,0.0,No Activity
USR_1528,2023-02-21,316.0,10.0,50339.35,At Risk
USR_1529,2023-09-03,999.0,0.0,0.0,No Activity
USR_1530,2023-10-18,999.0,0.0,0.0,No Activity
USR_1531,2023-10-07,87.0,17.0,86356.94,Loyal
USR_1532,2023-10-31,64.0,17.0,95593.94,Loyal
USR_1533,2023-04-18,999.0,0.0,0.0,No Activity
USR_1534,2023-09-23,999.0,0.0,0.0,No Activity
USR_1535,2023-08-31,127.0,10.0,40439.34,At Risk
USR_1536,2023-07-29,227.0,4.0,19380.579999999998,At Risk
USR_1537,2023-05-15,232.0,10.0,49487.88,At Risk
USR_1538,2023-03-28,292.0,5.0,13256.95,At Risk
USR_1539,2023-01-28,355.0,10.0,66500.89,At Risk
USR_1540,2023-10-27,67.0,10.0,49262.68,At Risk
USR_1541,2023-03-31,312.0,9.0,47282.37,At Risk
USR_1542,2023-08-21,135.0,46.0,225958.58000000002,High Value
USR_1543,2023-04-01,304.0,9.0,74248.5,At Risk
USR_1544,2023-09-07,117.0,10.0,50483.43,At Risk
USR_1545,2023-06-14,200.0,19.0,70904.74,Loyal
USR_1546,2023-10-13,84.0,19.0,115907.11,Loyal
USR_1547,2023-04-01,332.0,5.0,14768.060000000001,At Risk
USR_1548,2023-03-19,295.0,18.0,97506.59,Loyal
USR_1549,2023-01-23,439.0,4.0,18140.55,At Risk
USR_1550,2023-11-21,50.0,17.0,75924.08,Loyal
USR_1551,2023-11-30,31.0,18.0,75360.39,Loyal
USR_1552,2023-10-31,68.0,8.0,27750.53,At Risk
USR_1553,2023-08-23,136.0,14.0,88884.84,Loyal
USR_1554,2023-02-16,999.0,0.0,0.0,No Activity
USR_1555,2023-11-05,63.0,39.0,198098.6,High Value
USR_1556,2023-02-21,339.0,5.0,17992.39,At Risk
USR_1557,2023-04-16,999.0,0.0,0.0,No Activity
USR_1558,2023-09-30,97.0,19.0,98621.44,Loyal
USR_1559,2023-07-29,156.0,10.0,42643.53,At Risk
USR_1560,2023-04-13,279.0,19.0,88746.44,Loyal
USR_1561,2023-10-23,999.0,0.0,0.0,No Activity
USR_1562,2023-03-19,307.0,3.0,15024.14,At Risk
USR_1563,2023-08-28,138.0,5.0,28812.04,At Risk
USR_1564,2023-08-03,166.0,8.0,38494.159999999996,At Risk
USR_1565,2023-08-04,158.0,9.0,38069.71,At Risk
USR_1566,2023-12-31,999.0,0.0,0.0,No Activity
USR_1567,2023-11-01,69.0,10.0,52009.15,At Risk
USR_1568,2023-04-10,270.0,4.0,23836.03,At Risk
USR_1569,2023-09-23,110.0,19.0,108667.98,Loyal
USR_1570,2023-02-15,346.0,6.0,24757.23,At Risk
USR_1571,2023-09-08,121.0,44.0,216313.2,High Value
USR_1572,2023-01-28,337.0,20.0,101091.61,Loyal
USR_1573,2023-11-27,37.0,16.0,97479.13,Loyal
USR_1574,2023-04-23,999.0,0.0,0.0,No Activity
