user_id,signup_date,country,age,gender,acquisition_channel,campaign_id,kyc_completed,kyc_date,first_transaction_date,total_transactions,total_amount,avg_transaction_value,is_converted,is_active_user,kyc_done_flag,transaction_done_flag,cohort_month
USR_1216,2023-06-02,Canada,24,Female,Instagram,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_1217,2023-01-19,UK,53,Male,Facebook,CMP_10,1,2023-01-21,2023-02-13,4.0,15043.919999999998,3760.9799999999996,1,0,1,1,2023-01
USR_1218,2023-07-13,India,52,Male,Referral,CMP_9,1,2023-07-17,2023-07-14,46.0,259127.09,5633.197608695652,1,1,1,1,2023-07
USR_1219,2023-07-01,USA,58,Female,Organic,CMP_2,1,2023-07-03,2023-08-03,4.0,13609.31,3402.3275,1,0,1,1,2023-07
USR_1220,2023-06-17,India,58,Male,Google,CMP_10,1,2023-06-21,2023-07-26,4.0,20421.72,5105.43,1,0,1,1,2023-06
USR_1221,2023-12-21,Canada,31,Female,Facebook,CMP_10,1,2023-12-25,2023-12-30,9.0,44389.51,4932.167777777778,1,1,1,1,2023-12
USR_1222,2023-06-12,India,58,Male,Instagram,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_1223,2023-08-27,Canada,48,Female,Google,CMP_2,1,2023-08-31,2023-08-28,44.0,245186.72,5572.425454545454,1,1,1,1,2023-08
USR_1224,2023-07-29,Canada,36,Female,Facebook,CMP_9,1,2023-08-01,2023-08-13,16.0,102243.1,6390.19375,1,1,1,1,2023-07
USR_1225,2023-08-24,UK,34,Female,Facebook,CMP_6,1,2023-08-26,2023-09-09,9.0,44179.46,4908.828888888889,1,1,1,1,2023-08
USR_1226,2023-06-14,Canada,28,Female,Facebook,CMP_4,1,2023-06-18,2023-07-13,10.0,56139.79,5613.979,1,1,1,1,2023-06
USR_1227,2023-12-24,India,21,Male,Organic,CMP_5,1,2023-12-28,2024-01-15,9.0,60162.72,6684.746666666667,1,1,1,1,2023-12
USR_1228,2023-03-17,USA,43,Female,Instagram,CMP_9,1,2023-03-21,2023-04-17,18.0,78978.27,4387.681666666667,1,1,1,1,2023-03
USR_1229,2023-11-10,USA,30,Male,Facebook,CMP_3,1,2023-11-12,2023-11-11,19.0,79530.1,4185.7947368421055,1,1,1,1,2023-11
USR_1230,2023-09-23,USA,26,Male,Google,CMP_6,1,2023-09-27,2023-09-27,19.0,89163.27,4692.803684210527,1,1,1,1,2023-09
USR_1231,2023-05-23,India,47,Female,Organic,CMP_1,1,2023-05-26,2023-07-31,4.0,24611.18,6152.795,1,0,1,1,2023-05
USR_1232,2023-04-22,UK,25,Female,Facebook,CMP_2,1,2023-04-26,2023-06-14,5.0,28077.79,5615.558,1,1,1,1,2023-04
USR_1233,2023-01-16,UK,50,Female,Google,CMP_5,0,,2023-02-16,1.0,1245.48,1245.48,1,0,0,1,2023-01
USR_1234,2023-12-04,USA,50,Male,Organic,CMP_7,1,2023-12-07,2023-12-29,4.0,18348.85,4587.2125,1,0,1,1,2023-12
USR_1235,2023-08-22,UK,28,Male,Instagram,CMP_6,1,2023-08-26,2023-12-20,5.0,9666.4,1933.28,1,1,1,1,2023-08
USR_1236,2023-03-29,India,39,Female,Instagram,CMP_9,0,,,0.0,0.0,0.0,0,0,0,0,2023-03
USR_1237,2023-02-15,UK,40,Male,Organic,CMP_9,1,2023-02-19,2023-02-19,10.0,59631.34,5963.134,1,1,1,1,2023-02
USR_1238,2023-09-29,USA,32,Male,Facebook,CMP_6,1,2023-10-01,2023-11-11,7.0,42924.01,6132.001428571429,1,1,1,1,2023-09
USR_1239,2023-09-27,UK,58,Female,Instagram,CMP_4,1,2023-09-30,2023-09-28,49.0,245834.77,5017.03612244898,1,1,1,1,2023-09
USR_1240,2023-04-21,India,44,Male,Facebook,CMP_1,1,2023-04-24,2023-04-29,10.0,50549.560000000005,5054.956,1,1,1,1,2023-04
USR_1241,2023-02-26,India,52,Male,Google,CMP_8,1,2023-02-28,2023-03-01,8.0,44639.82,5579.9775,1,1,1,1,2023-02
USR_1242,2023-01-20,USA,58,Male,Google,CMP_5,1,2023-01-23,2023-02-24,8.0,32685.75,4085.71875,1,1,1,1,2023-01
USR_1243,2023-09-08,UK,30,Female,Facebook,CMP_5,1,2023-09-12,,0.0,0.0,0.0,0,0,1,0,2023-09
USR_1244,2023-07-28,UK,35,Male,Organic,CMP_6,1,2023-08-01,2023-07-30,18.0,81657.64,4536.535555555555,1,1,1,1,2023-07
USR_1245,2023-11-07,Canada,53,Male,Google,CMP_4,0,,,0.0,0.0,0.0,0,0,0,0,2023-11
USR_1246,2023-12-22,USA,28,Female,Instagram,CMP_4,1,2023-12-26,2024-01-05,9.0,47680.72,5297.857777777778,1,1,1,1,2023-12
USR_1247,2023-08-17,UK,38,Male,Google,CMP_4,1,2023-08-19,2023-08-19,19.0,96075.03,5056.580526315789,1,1,1,1,2023-08
USR_1248,2023-11-02,USA,49,Male,Instagram,CMP_9,1,2023-11-03,2023-12-07,5.0,18268.55,3653.71,1,1,1,1,2023-11
USR_1249,2023-11-24,UK,52,Male,Instagram,CMP_5,1,2023-11-26,2023-12-05,3.0,6230.5,2076.8333333333335,1,0,1,1,2023-11
USR_1250,2023-05-24,USA,18,Female,Google,CMP_1,1,2023-05-27,2023-05-26,10.0,45590.32,4559.032,1,1,1,1,2023-05
USR_1251,2023-12-12,Canada,32,Male,Google,CMP_8,1,2023-12-15,2023-12-23,19.0,115327.2,6069.852631578947,1,1,1,1,2023-12
USR_1252,2023-03-15,UK,25,Female,Instagram,CMP_3,1,2023-03-18,2023-03-22,9.0,35865.729999999996,3985.0811111111107,1,1,1,1,2023-03
USR_1253,2023-12-28,India,49,Male,Facebook,CMP_1,1,2023-12-31,,0.0,0.0,0.0,0,0,1,0,2023-12
USR_1254,2023-08-03,UK,19,Female,Google,CMP_4,1,2023-08-07,,0.0,0.0,0.0,0,0,1,0,2023-08
USR_1255,2023-01-11,Canada,58,Male,Google,CMP_6,1,2023-01-15,2023-01-15,5.0,28865.68,5773.136,1,1,1,1,2023-01
USR_1256,2023-01-28,India,27,Male,Facebook,CMP_1,0,,2023-04-16,1.0,8519.18,8519.18,1,0,0,1,2023-01
USR_1257,2023-07-29,Canada,23,Female,Google,CMP_6,1,2023-08-02,2023-08-23,4.0,17310.53,4327.6325,1,0,1,1,2023-07
USR_1258,2023-11-26,USA,48,Male,Google,CMP_6,1,2023-11-28,2024-01-16,5.0,26619.04,5323.808,1,1,1,1,2023-11
USR_1259,2023-09-10,UK,54,Male,Organic,CMP_7,1,2023-09-13,2023-09-14,20.0,112739.08,5636.954,1,1,1,1,2023-09
USR_1260,2023-08-01,UK,29,Female,Organic,CMP_4,1,2023-08-03,2023-08-18,8.0,52522.55,6565.31875,1,1,1,1,2023-08
USR_1261,2023-04-02,USA,57,Female,Referral,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-04
USR_1262,2023-08-06,USA,35,Male,Facebook,CMP_1,1,2023-08-08,2023-08-12,10.0,48151.98,4815.198,1,1,1,1,2023-08
USR_1263,2023-01-30,UK,39,Female,Organic,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-01
USR_1264,2023-09-22,India,20,Male,Organic,CMP_7,1,2023-09-25,2023-09-23,5.0,19002.18,3800.436,1,1,1,1,2023-09
USR_1265,2023-06-29,Canada,52,Male,Referral,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_1266,2023-12-31,Canada,36,Male,Instagram,CMP_5,0,,,0.0,0.0,0.0,0,0,0,0,2023-12
USR_1267,2023-04-28,UK,31,Male,Google,CMP_2,1,2023-04-30,2023-06-29,4.0,21501.97,5375.4925,1,0,1,1,2023-04
USR_1268,2023-09-01,USA,51,Female,Instagram,CMP_9,0,,2023-12-08,1.0,7182.65,7182.65,1,0,0,1,2023-09
USR_1269,2023-05-05,India,49,Male,Google,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1270,2023-07-17,Canada,30,Male,Facebook,CMP_10,1,2023-07-18,,0.0,0.0,0.0,0,0,1,0,2023-07
USR_1271,2023-08-07,Canada,43,Male,Facebook,CMP_10,1,2023-08-09,2023-08-10,4.0,14476.14,3619.035,1,0,1,1,2023-08
USR_1272,2023-12-22,India,21,Female,Google,CMP_10,1,2023-12-23,2023-12-27,5.0,27051.91,5410.382,1,1,1,1,2023-12
USR_1273,2023-07-15,USA,20,Male,Google,CMP_10,1,2023-07-16,,0.0,0.0,0.0,0,0,1,0,2023-07
USR_1274,2023-07-17,USA,44,Male,Referral,CMP_10,1,2023-07-18,2023-07-21,19.0,116327.04000000001,6122.475789473685,1,1,1,1,2023-07
USR_1275,2023-08-28,India,21,Male,Organic,CMP_7,1,2023-09-01,,0.0,0.0,0.0,0,0,1,0,2023-08
USR_1276,2023-02-07,USA,43,Male,Organic,CMP_2,1,2023-02-08,2023-02-22,10.0,58667.43,5866.743,1,1,1,1,2023-02
USR_1277,2023-06-18,UK,48,Male,Facebook,CMP_3,1,2023-06-20,2023-06-28,10.0,37138.96,3713.8959999999997,1,1,1,1,2023-06
USR_1278,2023-08-19,India,40,Female,Referral,CMP_8,1,2023-08-21,2023-08-22,43.0,204359.44,4752.54511627907,1,1,1,1,2023-08
USR_1279,2023-06-18,India,22,Male,Facebook,CMP_4,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_1280,2023-02-16,Canada,30,Male,Referral,CMP_9,1,2023-02-18,,0.0,0.0,0.0,0,0,1,0,2023-02
USR_1281,2023-12-14,India,59,Female,Organic,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-12
USR_1282,2023-10-01,UK,27,Male,Google,CMP_1,1,2023-10-05,,0.0,0.0,0.0,0,0,1,0,2023-10
USR_1283,2023-09-06,India,31,Female,Instagram,CMP_3,1,2023-09-10,2023-09-12,10.0,46881.36,4688.136,1,1,1,1,2023-09
USR_1284,2023-07-25,India,41,Male,Instagram,CMP_7,1,2023-07-28,2023-08-02,5.0,19708.11,3941.6220000000003,1,1,1,1,2023-07
USR_1285,2023-06-16,India,21,Male,Facebook,CMP_10,0,,2023-06-24,1.0,8354.66,8354.66,1,0,0,1,2023-06
USR_1286,2023-11-02,Canada,34,Female,Instagram,CMP_6,1,2023-11-06,2023-11-10,10.0,69967.26,6996.726,1,1,1,1,2023-11
USR_1287,2023-01-21,USA,23,Male,Google,CMP_9,1,2023-01-23,,0.0,0.0,0.0,0,0,1,0,2023-01
USR_1288,2023-02-25,Canada,44,Female,Facebook,CMP_6,1,2023-02-28,2023-04-15,4.0,21288.05,5322.0125,1,0,1,1,2023-02
USR_1289,2023-11-21,UK,51,Female,Referral,CMP_10,1,2023-11-23,2023-12-02,44.0,217522.62,4943.695909090909,1,1,1,1,2023-11
USR_1290,2023-12-03,UK,18,Male,Facebook,CMP_5,1,2023-12-04,2024-02-02,4.0,12391.63,3097.9075,1,0,1,1,2023-12
USR_1291,2023-02-28,India,58,Female,Instagram,CMP_1,1,2023-03-04,2023-03-23,4.0,19689.22,4922.305,1,0,1,1,2023-02
USR_1292,2023-02-25,USA,41,Female,Google,CMP_1,1,2023-02-26,2023-03-03,20.0,104130.92,5206.546,1,1,1,1,2023-02
USR_1293,2023-09-14,UK,36,Female,Referral,CMP_10,1,2023-09-16,2023-09-16,47.0,214359.33000000002,4560.836808510639,1,1,1,1,2023-09
USR_1294,2023-11-25,India,53,Male,Instagram,CMP_8,1,2023-11-29,2023-12-05,9.0,38153.85,4239.316666666667,1,1,1,1,2023-11
USR_1295,2023-05-11,India,34,Female,Google,CMP_9,0,,2023-06-05,1.0,6817.47,6817.47,1,0,0,1,2023-05
USR_1296,2023-09-28,Canada,37,Female,Google,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_1297,2023-03-21,USA,41,Male,Google,CMP_2,1,2023-03-23,2023-04-02,44.0,232606.07,5286.501590909091,1,1,1,1,2023-03
USR_1298,2023-03-30,USA,27,Male,Facebook,CMP_3,1,2023-04-03,,0.0,0.0,0.0,0,0,1,0,2023-03
USR_1299,2023-10-29,India,52,Male,Facebook,CMP_9,1,2023-10-31,2023-11-13,5.0,26858.47,5371.694,1,1,1,1,2023-10
USR_1300,2023-03-21,UK,42,Male,Referral,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-03
USR_1301,2023-10-19,UK,34,Male,Instagram,CMP_6,1,2023-10-20,2023-11-01,18.0,70666.69,3925.9272222222226,1,1,1,1,2023-10
USR_1302,2023-04-27,Canada,52,Female,Instagram,CMP_3,1,2023-04-29,2023-05-09,9.0,41402.6,4600.288888888888,1,1,1,1,2023-04
USR_1303,2023-08-16,UK,43,Female,Referral,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-08
USR_1304,2023-06-05,India,54,Female,Instagram,CMP_1,1,2023-06-06,2023-07-11,4.0,19955.87,4988.9675,1,0,1,1,2023-06
USR_1305,2023-05-17,USA,25,Male,Instagram,CMP_2,1,2023-05-18,2023-07-17,9.0,47111.85,5234.65,1,1,1,1,2023-05
USR_1306,2023-12-03,India,47,Female,Facebook,CMP_7,1,2023-12-04,,0.0,0.0,0.0,0,0,1,0,2023-12
USR_1307,2023-02-23,USA,40,Female,Organic,CMP_8,1,2023-02-26,2023-02-25,19.0,104306.63,5489.822631578948,1,1,1,1,2023-02
USR_1308,2023-10-16,UK,24,Female,Google,CMP_1,1,2023-10-18,2023-12-01,5.0,16740.93,3348.186,1,1,1,1,2023-10
USR_1309,2023-02-16,UK,36,Male,Facebook,CMP_5,1,2023-02-19,2023-03-28,9.0,44361.52,4929.057777777777,1,1,1,1,2023-02
USR_1310,2023-11-01,UK,48,Female,Facebook,CMP_9,1,2023-11-03,2023-11-02,17.0,76623.29000000001,4507.252352941177,1,1,1,1,2023-11
USR_1311,2023-08-23,Canada,20,Female,Instagram,CMP_4,1,2023-08-24,2023-09-02,10.0,55079.0,5507.9,1,1,1,1,2023-08
USR_1312,2023-03-31,India,29,Male,Google,CMP_4,1,2023-04-04,2023-04-16,17.0,88494.25,5205.544117647059,1,1,1,1,2023-03
USR_1313,2023-12-04,Canada,49,Female,Google,CMP_4,1,2023-12-05,2024-02-12,3.0,20960.51,6986.836666666666,1,0,1,1,2023-12
USR_1314,2023-03-09,India,21,Male,Instagram,CMP_10,1,2023-03-11,2023-03-15,10.0,53727.22,5372.722,1,1,1,1,2023-03
USR_1315,2023-06-24,UK,35,Male,Instagram,CMP_10,1,2023-06-26,2023-07-04,20.0,122128.64,6106.432,1,1,1,1,2023-06
USR_1316,2023-02-28,India,54,Male,Organic,CMP_1,1,2023-03-04,2023-03-16,4.0,18180.92,4545.23,1,0,1,1,2023-02
USR_1317,2023-07-08,UK,31,Female,Organic,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-07
USR_1318,2023-06-25,Canada,58,Male,Organic,CMP_3,1,2023-06-28,2023-06-26,20.0,112532.67,5626.6335,1,1,1,1,2023-06
USR_1319,2023-08-11,Canada,52,Female,Organic,CMP_5,1,2023-08-12,2023-08-13,47.0,240102.71,5108.56829787234,1,1,1,1,2023-08
USR_1320,2023-09-04,India,36,Female,Google,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_1321,2023-05-22,UK,29,Male,Google,CMP_1,1,2023-05-23,2023-08-13,19.0,106796.9,5620.88947368421,1,1,1,1,2023-05
USR_1322,2023-06-10,India,33,Male,Facebook,CMP_5,1,2023-06-11,2023-06-21,17.0,77483.12,4557.830588235294,1,1,1,1,2023-06
USR_1323,2023-07-24,UK,27,Male,Instagram,CMP_4,1,2023-07-27,2023-07-26,46.0,201088.96,4371.499130434782,1,1,1,1,2023-07
USR_1324,2023-02-21,India,36,Male,Organic,CMP_2,1,2023-02-22,2023-02-24,16.0,86297.5,5393.59375,1,1,1,1,2023-02
USR_1325,2023-09-05,UK,24,Female,Referral,CMP_5,1,2023-09-06,2023-09-09,4.0,10653.45,2663.3625,1,0,1,1,2023-09
USR_1326,2023-05-31,India,24,Male,Facebook,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1327,2023-05-05,India,21,Female,Google,CMP_8,1,2023-05-06,2023-05-08,18.0,82001.89,4555.660555555555,1,1,1,1,2023-05
USR_1328,2023-10-21,UK,18,Female,Facebook,CMP_2,1,2023-10-23,2024-02-26,5.0,29901.87,5980.374,1,1,1,1,2023-10
USR_1329,2023-06-10,India,33,Male,Facebook,CMP_1,1,2023-06-13,2023-06-15,5.0,21843.65,4368.7300000000005,1,1,1,1,2023-06
USR_1330,2023-08-06,USA,48,Female,Google,CMP_7,1,2023-08-08,2023-08-16,45.0,228855.6,5085.68,1,1,1,1,2023-08
USR_1331,2023-11-25,USA,43,Male,Google,CMP_3,1,2023-11-29,2023-12-31,10.0,65623.54,6562.353999999999,1,1,1,1,2023-11
USR_1332,2023-08-30,India,41,Male,Organic,CMP_3,1,2023-09-03,2023-09-08,9.0,60809.96,6756.662222222222,1,1,1,1,2023-08
USR_1333,2023-05-07,India,39,Male,Facebook,CMP_5,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1334,2023-03-26,India,25,Female,Facebook,CMP_7,1,2023-03-27,2023-05-15,3.0,24412.739999999998,8137.579999999999,1,0,1,1,2023-03
USR_1335,2023-09-15,USA,59,Male,Instagram,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_1336,2023-01-17,UK,47,Female,Google,CMP_9,1,2023-01-19,2023-03-25,4.0,31557.780000000002,7889.445000000001,1,0,1,1,2023-01
USR_1337,2023-06-03,UK,25,Male,Instagram,CMP_8,1,2023-06-04,,0.0,0.0,0.0,0,0,1,0,2023-06
USR_1338,2023-06-22,Canada,43,Female,Instagram,CMP_4,1,2023-06-23,2023-06-27,9.0,55359.12,6151.013333333333,1,1,1,1,2023-06
USR_1339,2023-03-12,Canada,29,Male,Google,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-03
USR_1340,2023-02-26,Canada,51,Male,Organic,CMP_6,1,2023-02-28,2023-03-11,18.0,91804.21,5100.233888888889,1,1,1,1,2023-02
USR_1341,2023-02-02,Canada,21,Male,Google,CMP_10,1,2023-02-06,2023-02-10,9.0,42535.34,4726.148888888889,1,1,1,1,2023-02
USR_1342,2023-02-28,USA,36,Male,Organic,CMP_4,1,2023-03-01,2023-03-04,47.0,249344.01,5305.1917021276595,1,1,1,1,2023-02
USR_1343,2023-10-10,USA,25,Female,Google,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-10
USR_1344,2023-02-02,India,58,Male,Google,CMP_1,1,2023-02-04,2023-03-27,4.0,20052.68,5013.17,1,0,1,1,2023-02
USR_1345,2023-06-26,USA,25,Male,Organic,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_1346,2023-11-21,India,35,Female,Instagram,CMP_7,1,2023-11-24,2023-12-11,5.0,25898.16,5179.632,1,1,1,1,2023-11
USR_1347,2023-05-26,USA,33,Male,Organic,CMP_9,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1348,2023-11-30,USA,42,Female,Facebook,CMP_5,1,2023-12-04,2024-01-31,4.0,19129.56,4782.39,1,0,1,1,2023-11
USR_1349,2023-11-04,India,44,Male,Referral,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-11
USR_1350,2023-09-18,USA,50,Male,Organic,CMP_9,1,2023-09-22,2023-09-28,47.0,232162.23,4939.621914893617,1,1,1,1,2023-09
USR_1351,2023-07-29,India,44,Female,Facebook,CMP_2,1,2023-07-31,2023-08-16,10.0,46284.64,4628.464,1,1,1,1,2023-07
USR_1352,2023-02-15,UK,20,Male,Organic,CMP_3,1,2023-02-16,2023-03-31,10.0,65649.98000000001,6564.998000000001,1,1,1,1,2023-02
USR_1353,2023-02-23,USA,33,Male,Google,CMP_10,1,2023-02-24,2023-03-12,8.0,33645.29,4205.66125,1,1,1,1,2023-02
USR_1354,2023-11-13,Canada,40,Female,Instagram,CMP_6,1,2023-11-17,2023-11-21,9.0,35975.86,3997.317777777778,1,1,1,1,2023-11
USR_1355,2023-09-15,India,39,Male,Facebook,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_1356,2023-07-12,India,30,Male,Facebook,CMP_1,1,2023-07-14,2023-07-14,9.0,60280.04,6697.782222222222,1,1,1,1,2023-07
USR_1357,2023-01-07,India,22,Male,Instagram,CMP_7,1,2023-01-09,2023-01-30,5.0,11504.48,2300.8959999999997,1,1,1,1,2023-01
USR_1358,2023-03-30,Canada,19,Female,Instagram,CMP_3,1,2023-03-31,2023-04-02,9.0,55869.729999999996,6207.747777777778,1,1,1,1,2023-03
USR_1359,2023-03-18,USA,53,Female,Instagram,CMP_8,1,2023-03-19,2023-03-28,5.0,26336.49,5267.298000000001,1,1,1,1,2023-03
USR_1360,2023-09-18,UK,20,Male,Facebook,CMP_1,1,2023-09-21,,0.0,0.0,0.0,0,0,1,0,2023-09
USR_1361,2023-08-20,UK,56,Female,Facebook,CMP_3,1,2023-08-24,2023-09-21,5.0,41257.48,8251.496000000001,1,1,1,1,2023-08
USR_1362,2023-10-23,UK,45,Male,Instagram,CMP_1,1,2023-10-27,,0.0,0.0,0.0,0,0,1,0,2023-10
USR_1363,2023-10-26,Canada,43,Female,Instagram,CMP_1,1,2023-10-27,2023-11-05,20.0,76589.38,3829.469,1,1,1,1,2023-10
USR_1364,2023-06-10,USA,44,Male,Organic,CMP_5,1,2023-06-13,2023-06-11,20.0,118730.44,5936.522,1,1,1,1,2023-06
USR_1365,2023-12-05,UK,36,Male,Organic,CMP_6,1,2023-12-06,2024-01-15,9.0,47626.55,5291.838888888889,1,1,1,1,2023-12
USR_1366,2023-07-25,UK,27,Female,Facebook,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-07
USR_1367,2023-01-27,USA,30,Male,Referral,CMP_6,1,2023-01-28,2023-02-12,5.0,24166.16,4833.232,1,1,1,1,2023-01
USR_1368,2023-10-23,USA,19,Female,Instagram,CMP_6,1,2023-10-26,2023-10-28,9.0,40029.76,4447.751111111112,1,1,1,1,2023-10
USR_1369,2023-07-28,Canada,25,Female,Google,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-07
USR_1370,2023-05-17,India,48,Female,Google,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1371,2023-02-28,Canada,31,Female,Instagram,CMP_3,1,2023-03-04,2023-03-07,18.0,80899.66,4494.425555555556,1,1,1,1,2023-02
USR_1372,2023-08-11,India,58,Female,Referral,CMP_8,1,2023-08-12,2023-08-16,19.0,105439.18000000001,5549.43052631579,1,1,1,1,2023-08
USR_1373,2023-03-07,Canada,29,Male,Instagram,CMP_10,1,2023-03-11,2023-03-10,46.0,234008.92,5087.150434782609,1,1,1,1,2023-03
USR_1374,2023-10-21,India,39,Male,Instagram,CMP_1,1,2023-10-23,2023-12-11,8.0,48457.74,6057.2175,1,1,1,1,2023-10
USR_1375,2023-04-26,USA,24,Male,Instagram,CMP_8,1,2023-04-29,,0.0,0.0,0.0,0,0,1,0,2023-04
USR_1376,2023-09-26,India,46,Female,Instagram,CMP_7,1,2023-09-27,2023-10-01,4.0,13511.900000000001,3377.9750000000004,1,0,1,1,2023-09
USR_1377,2023-09-07,UK,36,Male,Facebook,CMP_3,1,2023-09-08,2023-09-10,17.0,86616.7,5095.099999999999,1,1,1,1,2023-09
USR_1378,2023-05-21,India,25,Female,Google,CMP_10,1,2023-05-24,2023-06-17,19.0,103863.54,5466.502105263157,1,1,1,1,2023-05
USR_1379,2023-02-09,USA,36,Female,Google,CMP_7,1,2023-02-10,,0.0,0.0,0.0,0,0,1,0,2023-02
USR_1380,2023-09-14,USA,50,Female,Google,CMP_3,1,2023-09-18,2023-09-19,10.0,56972.53,5697.253,1,1,1,1,2023-09
USR_1381,2023-08-15,India,40,Female,Organic,CMP_6,1,2023-08-19,2023-08-24,4.0,13992.19,3498.0475,1,0,1,1,2023-08
USR_1382,2023-08-22,USA,45,Female,Facebook,CMP_5,1,2023-08-25,2023-10-22,5.0,23132.86,4626.572,1,1,1,1,2023-08
USR_1383,2023-12-21,India,35,Male,Facebook,CMP_10,1,2023-12-22,2024-01-23,9.0,45921.619999999995,5102.402222222222,1,1,1,1,2023-12
USR_1384,2023-02-28,India,49,Female,Referral,CMP_2,1,2023-03-03,2023-03-16,9.0,60595.11,6732.79,1,1,1,1,2023-02
USR_1385,2023-12-28,UK,47,Female,Google,CMP_6,1,2024-01-01,,0.0,0.0,0.0,0,0,1,0,2023-12
USR_1386,2023-05-01,USA,49,Female,Facebook,CMP_4,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1387,2023-06-15,India,18,Male,Facebook,CMP_5,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_1388,2023-11-16,UK,58,Female,Google,CMP_1,1,2023-11-19,,0.0,0.0,0.0,0,0,1,0,2023-11
USR_1389,2023-02-12,Canada,30,Female,Instagram,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-02
USR_1390,2023-05-24,USA,53,Male,Facebook,CMP_2,1,2023-05-27,,0.0,0.0,0.0,0,0,1,0,2023-05
USR_1391,2023-09-28,USA,54,Female,Instagram,CMP_8,1,2023-09-29,2023-10-09,20.0,98791.85,4939.592500000001,1,1,1,1,2023-09
USR_1392,2023-08-20,USA,48,Female,Organic,CMP_9,1,2023-08-24,2023-08-22,17.0,78844.48999999999,4637.911176470588,1,1,1,1,2023-08
USR_1393,2023-07-04,USA,27,Female,Google,CMP_6,0,,,0.0,0.0,0.0,0,0,0,0,2023-07
USR_1394,2023-05-15,Canada,24,Male,Organic,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_1395,2023-07-13,India,39,Female,Google,CMP_2,1,2023-07-15,2023-07-29,5.0,23779.93,4755.986,1,1,1,1,2023-07
USR_1396,2023-01-26,UK,45,Male,Instagram,CMP_10,1,2023-01-29,,0.0,0.0,0.0,0,0,1,0,2023-01
USR_1397,2023-07-26,UK,58,Male,Google,CMP_2,1,2023-07-27,2023-08-25,5.0,16478.969999999998,3295.7939999999994,1,1,1,1,2023-07
USR_1398,2023-02-04,UK,26,Female,Organic,CMP_7,1,2023-02-07,2023-02-09,19.0,77549.72,4081.564210526316,1,1,1,1,2023-02
USR_1399,2023-04-07,UK,40,Male,Organic,CMP_3,1,2023-04-10,2023-04-11,10.0,44322.7,4432.2699999999995,1,1,1,1,2023-04
USR_1400,2023-12-15,UK,40,Female,Google,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-12
USR_1401,2023-07-03,UK,32,Male,Organic,CMP_6,1,2023-07-07,2023-07-13,10.0,44475.45,4447.545,1,1,1,1,2023-07
USR_1402,2023-07-20,USA,46,Female,Facebook,CMP_10,1,2023-07-24,2023-07-25,5.0,37238.61,7447.722,1,1,1,1,2023-07
USR_1403,2023-12-17,UK,34,Female,Facebook,CMP_6,0,,,0.0,0.0,0.0,0,0,0,0,2023-12
USR_1404,2023-06-04,USA,50,Female,Organic,CMP_5,1,2023-06-07,2023-06-08,18.0,89836.98,4990.943333333333,1,1,1,1,2023-06
USR_1405,2023-04-19,UK,50,Male,Facebook,CMP_8,1,2023-04-20,2023-06-02,9.0,50189.29,5576.587777777778,1,1,1,1,2023-04
USR_1406,2023-07-26,India,27,Female,Google,CMP_8,1,2023-07-27,2023-10-23,10.0,50930.899999999994,5093.089999999999,1,1,1,1,2023-07
USR_1407,2023-08-24,Canada,46,Female,Referral,CMP_10,1,2023-08-26,2023-09-05,18.0,98795.43000000001,5488.635,1,1,1,1,2023-08
